,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
160,Financial Planning & Budgeting Specialist,Etisalat Egypt,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Experience in the finance or commercial fields.', 'Excellent analytical and problem-solving skills.', 'Ability to interpret data, analysis statistics, numbers and figures.', 'Attention to detail and ability to conceptualize multi-faceted tasks in context of organizational objectives', 'Attend trainings or programs related to Telecom sectors benchmarks']","['Review and prepare financial reports that include profit & loss, balance sheet, cash flow in order to demonstrate the variance between budget and actual expenditures.', 'Prepare analysis for the actual figures versus the forecasted ones (monthly, quarterly and', 'Annually) to identify their effect in driving the business.', 'Prepare the yearly budget and quarterly forecast exercise by getting the details from operation team .', 'Apply the set of procedures that ensures the proper controls on the company spending. ', 'Prepare and review monthly & quarterly financial indicators against company Key Performance Indicators (KPIs). ', 'Prepare preparing pre-launch feasibility studies related to projects and highlight to its financial impacts on the company’s.', 'Response pricing offers evaluation and review sensitivity and what if analysis. ', 'Flow up with the payable team for supplier payments, Revenue & Treasury teams for the collections.  ']",2 To 4 Years,"['Finance', 'Financial Analysis', 'BPO']"
161,ERPNext Developer,Confidential Company,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 6 Years,"['APIs', 'erpnext', 'Python', 'HTML', 'CSS', 'JavaScript', 'Web', 'Computer Science']"
162,Financial Planning And Analysis Head,Confidential Company,"New Cairo, Cairo",Full Time,Manager,"['Bachelor’s degree and more than 7 years of experience in finance or accounting or a related area.', 'General knowledge of accounting/financial/operational principles.', 'Background banking is a Must.', 'Experience developing financial reports and metrics.', 'Interpersonal and communication skills with the ability to interact with various management levels.', 'Ability to manage multiple tasks and adapt to a changing, fast-paced environment.', 'Strong Excel, Word, and PowerPoint skills.', 'Superior attention to detail and ability to successfully manage multiple competing priorities while maintaining a view of the big picture.', 'Demonstrated ability to influence others through effective verbal and written communication.', 'Demonstrated ability to drive projects across an organization.']","['Provide FP&A finance support to the accounting teams related to productivity, demand planning, reporting, and metrics in a timely manner.', 'Identify and understand business challenges; propose and create solutions.', 'Partner directly with the finance team and central FP&A groups to collaborate on metrics, goals, and business reviews.', 'Dive deeply into financial data and become a subject matter expert to provide additional insights.', 'Work on corporate projects and initiatives that impact the entire organization.', 'Create presentations that provide insightful analysis, identify required action items, and effectively frame decisions to be made.', 'Identify and research variances to forecast, budget, and prior-year expenses, proactively identifying opportunities for improvement.', 'Develop and maintain effective relationships with business partners and cross-functional teams at all levels of the organization.', ' Serve as a liaison for the investor relations team, managing the earnings guidance scenario modeling, including executive presentation, Q&A support, and ad hoc analysis.']",7 To 10 Years,"['Accounting', 'Financial Planning', 'Financial Analysis', 'Analysis', 'Finance', 'Planning']"
163,Senior Internal Auditor,Confidential Company,"Zamalek, Cairo",Full Time,Experienced (Non-Manager),"['Proven working experience as Internal Auditor ', 'Advanced computer skills on MS Office, accounting software and databases', 'Proven knowledge of auditing standards and procedures, laws, rules and regulations', 'BS degree in Accounting ', 'From 4-8 years of experience in Internal Auditing.', 'Holding CIA will be an advantage.']","['Obtain, analyse and evaluate accounting documentation, previous reports, data, flowcharts etc', 'Prepare and present reports that reflect audit’s results and document process', 'Act as an objective source of independent advice to ensure validity, legality and goal achievement', 'Identify loopholes and recommend risk aversion measures and cost savings', 'Responsible for verifying the accuracy and correctness of figures, calculations and postings of all recorded transactions against original documents', ' Assists in the design administration of audit policy and procedure within the organization', 'Carry out more complex audit activities to analyze and evaluate the performance of the organization’s financials & Operations and to ensure that the organization complies with all relevant financial regulations, laws, and standards']",4 To 8 Years,"['Accounting', 'Accounting Software', 'CIA', 'Financial Analysis', 'Internal auditor', 'Auditing']"
164,Tax Accountant,Confidential Company,"10th of Ramadan City, Sharqia",Full Time,Experienced (Non-Manager),"['Proven work experience as a Tax Accountant, Tax Analyst or Tax Preparer', 'Knowledge of accounting and bookkeeping procedures', 'Familiarity with accounting software packages', 'Computer literacy (MS Excel in particular)', 'Excellent analytical and time management skills', 'Strong numeracy skills', 'Keen attention to detail', 'BSc degree in Accounting, Finance or relevant subject; industry certification (e.g. CMA or CPA) is preferred']","['Prepare tax payments', 'Estimate and track tax returns', 'Complete quarterly and annual tax reports', 'Organize and update the company’s tax database', 'Recommend tax strategies that align with business goals', 'Prepare necessary paperwork for tax payments and returns', 'Share financial data with the accounting department', 'Identify tax savings and suggest ways to increase profits', 'Follow industry trends and track changes related to taxes', 'Liaise with internal and external auditors', 'Forecast tax predictions to senior managers']",3 To 7 Years,"['CMA', 'CPA', 'Finance', 'Financial Analysis', 'excel', 'Bookkeeping', 'Accounting Software', 'Accounting', 'Software', 'accountant', 'tax accountant', 'Tax']"
165,Cost Accountant,Sinai University,"Katameya, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Accounting or Finance."", 'Experience in private universities is preferred .', 'Obtaining an experience certificate as a cost accountant, cost analyst, or accountant job.', 'Good knowledge of accounting procedures.', 'In-depth Proficiency in Accounting Principles (GAAP).', 'Proficiency with accounting software such as Microsoft Excel.', 'Excellent analytical skills with attention to detail.', 'The ability to manage time and deal with various tasks.']","['Collect cost information and maintain expense database.', ""Building the organization's data accumulation systems."", 'Determine fixed costs (eg salaries, rent, insurance).', 'Plan and record variable costs (eg raw material purchases, operations costs).', 'Review the standard and actual costs of the enterprise.', 'Preparing budget reports (for the organization and for each department separately).', 'Analyze and report the profit margins of the enterprise.', 'Preparing monthly, quarterly and annual cost forecasts.', 'Assistance in closing the end of the month and the end of the year.', ""Define and recommend cost-effective solutions and direct the organization's expenses."", 'The ability to count the number of all products and determine their nature and specifications.', 'Knowing the methods of studying all types and stages of the industrial process that takes place during the production stage.', 'Proficiency in the process of collecting data related to cost elements, such as documents, notices, costs of using materials and hiring labor, in addition to the costs of purchasing and producing services.', 'The ability to analyze the elements of costs, in order to load them on the item of the units produced.', 'Full knowledge of accounting principles, rules and standards and the preparation of budgets and budgets.', 'Excellent knowledge of using accounting software and electronic systems, with a proficiency in Excel in particular.', 'Ability to prepare reports, cost systems, management accounting statements, financial analysis and statistical statement of financial statements.']",5 To 7 Years,"['Accounting', 'Cost Accountant', 'Budget Control', 'Budgeting', 'analytical', 'Accounting Software', 'Cost', 'Microsoft Excel']"
166,E-Commerce Acquisition Executive (GCC),Paymob Solutions,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in business, marketing, or a related field. A master's degree is a plus."", 'Proven track record of success in business development or sales, preferably in the e-commerce industry.', 'Strong knowledge of the e-commerce landscape, including market trends, platforms, and payment solutions.', 'Exceptional communication and interpersonal skills, with the ability to build and maintain relationships with key stakeholders.', 'Excellent sales and negotiation abilities, with a natural flair for closing deals.', 'Highly motivated and target-driven, with a passion for achieving and exceeding sales goals.', 'Ability to work independently and collaboratively in a fast-paced, dynamic environment.', 'Analytical mindset with the ability to interpret data and make data-driven decisions.', 'Proficiency in using CRM software and other sales tools to manage leads and track performance.']","['Identify and target potential e-commerce merchants by conducting market research and analysis.', 'Develop and implement a strategic plan to acquire new e-commerce merchants, focusing on key markets and industries.', 'Build and nurture relationships with key decision-makers at potential merchant partners through effective communication and relationship management.', 'Conduct sales presentations and product demonstrations to showcase the benefits of partnering with Paymob.', 'Negotiate partnership terms and agreements, ensuring mutual benefits for both parties.', 'Collaborate with cross-functional teams, including marketing, product, and operations, to ensure seamless onboarding and integration of new merchants.', 'Stay up-to-date with industry trends, competitor activities, and market developments in the e-commerce space.', 'Provide regular reports and analysis on acquisition performance, including insights and recommendations for improvement.']",1 To 4 Years,"['business', 'Business Development', 'Sales', 'Marketing', 'Customer Service', 'CRM', 'E-Commerce', 'Commerce', 'Communication', 'sales skills', 'Leads']"
167,Financial Manager,Nouvel Age,"Nasr City, Cairo",Full Time,"Senior Management (CEO, GM, Director, Head)","['Proven experience as Financial Manager or relevant role', 'In depth knowledge of corporate financial law and risk management practices', 'Excellent knowledge of data analysis and forecasting methods', 'Proficient in the use of MS Office and financial management software (e.g. SAP)', 'Ability to strategize and solve problems', 'Strong leadership and organizational skills', 'Excellent communication and people skills', 'An analytical mind, comfortable with numbers', 'CPA is a strong advantage', 'CMA certificate is a MUST', 'BSc/BA in Accounting, Finance or relevant field; MSc/MBA is a plus']","[""Ensuring financial stability, driving profitability and supporting the company's growth objectives "", 'Drive the company’s financial planning', 'Perform risk management by analyzing the organization’s liabilities and investments', 'Decide on investment strategies by considering cash and liquidity risks', 'Control and evaluate the organization’s fundraising plans and capital structure', 'Ensure cash flow is appropriate for the organization’s operations', 'Supervise all finance personnel (controllers, treasurers etc.)', 'Manage vendor relationships', 'Prepare reliable current and forecasting reports', 'Set up and oversee the company’s finance IT system', 'Ensure compliance with the law and company’s policies', 'Manage team of financial controllers and financial analysts.']",3 To 7 Years,"['Accounting', 'CFO', 'Corporate', 'Data Analysis', 'Finance', 'Financial', 'Financial Analysis', 'Financial Management', 'Management', 'MBA', 'MS Office', 'Risk Management']"
168,Financial Planning and Analysis Manager,International Group For Modern Coating,"Bourj Alarab, Alexandria",Full Time,Manager,"['Minimum of 7 years of relevant analytical experience.', 'Professional qualification such as CMA or CPA or CFA is preferred.', ""Bachelor's degree in Finance, Accounting, or related field; MBA or CPA preferred."", 'Proven experience in financial planning and analysis, preferably in the coatings or related industry.', 'Strong analytical skills with the ability to interpret complex financial data.', 'Excellent communication and presentation skills.', 'Advanced proficiency in financial modeling and Microsoft Excel.', 'Familiarity with ERP systems; SAP experience is a plus.']","['Lead the financial planning and analysis function, collaborating with cross-functional teams to develop budgets, forecasts, and financial models.', 'Analyze financial data and trends, providing insights to support strategic decision-making.', 'Prepare monthly, quarterly, and annual financial reports for management review.', 'Provide insights to senior management around financial modelling, forecasts and profitability', 'Evaluating previous budgets, expenditures to develop and implement future budgets', 'Conduct variance analysis and present findings to senior leadership.', 'Drive process improvements in financial reporting and analysis.', 'Collaborate with accounting teams to ensure accurate and timely financial reporting.']",7 To 10 Years,"['Accounting', 'CMA', 'Finance', 'Financial Analysis', 'Financial Management', 'Analysis']"
169,Foreign Trade,SAYYAD GROUP,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Proven work experience as an Intelligence Analyst or similar role', 'Strong analytical skills to review lots of research and reports', 'Strong critical thinking skills to piece together different data points', 'Knowledge and understanding of different cultures and regions', 'Strong written and verbal communication skills', 'Relevant training and/or certifications as an Intelligence Analyst']","[""Bachelor's degree or higher in Business Administration, International Business, Economics, or a relevant field"", 'Experience as a Foreign Trade Specialist, or similar role', 'Detailed knowledge of customs regulations, international trade policies, and practices', 'Strong analytical and problem-solving skills with excellent attention to detail', 'Excellent communication, negotiation, and interpersonal skills', 'Ability to manage and prioritize multiple tasks simultaneously', 'Computer literacy including proficiency in Microsoft Office Suite and experience with enterprise resource planning (ERP) systems', 'Fluent in English and French - both written and spoken; knowledge of additional languages is an added advantage', 'Language school']",5 To 10 Years,"['Logistics', 'Purchasing', 'Supply Chain', 'Procurement']"
170,Promotion Category Manager,Confidential Company,"Giza, Egypt",Full Time,Manager,"['10+  years of experience', ' BSc/BA in business administration, marketing, or a related field', 'pharmaceutical background is highly preferred ', 'Effective decision-making and problem-solving skills', 'Excellent verbal and written communication skills', 'Ability to interact effectively with employees at all levels of the organization', 'Ability to demonstrate initiative and work well in a fast-paced environment', 'Experience in working with and influencing other people', 'Ability to consult and negotiate with both internal and external customers', 'Ability to be flexible and adaptable in a fast-paced environment', 'Strong work ethic and ability to work well with little supervision']","['Analysing data or insights to determine industry and consumer trends regarding the product and category', 'Creating and developing a strategic long term plan for the development of the category', 'Developing an exit strategy for unsuccessful products', 'Overseeing a team of analysts and other support staff', 'Building and driving relationships with key vendors to improve pricing and quality of services', 'Becoming a leader in category ranging, pricing and promotions across channels', 'Placing appropriate orders to ensure product availability meets demand', 'Leading category management projects to optimise ranges and related merchandising', 'Collaborating with buyers and merchandisers to expand product categories', 'Creating forecasts for product demand to ensure sustainability of inventory', 'Managing budget development and revenue for the category', 'Developing strong working relationships with buying, marketing and merchandising teams']",10 To 12 Years,"['Sales', 'Sales Target', 'Sales Field', 'Sales Management', 'Sales Skills']"
171,MS Dynamics AX System Administrator & system Analysis,ECDC,"Katameya, Cairo",Part Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['MS Power Bi', 'Microsoft Dynamics AX', 'Microsoft Dynamics AX 2012', 'Installation', 'Microsoft Dynamics', 'SQL', 'SSRS', 'Information Technology (IT)', '.Net']"
172,Marketing Specialist - Cairo,Amreyah Cement,"Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),"['1 to 3 years of experience in a similar role, preferably with marketing agencies.', 'Strong analytical skills', 'Highly developed attention to detail', 'Strong time management skills', 'Excellent communication and collaboration skills', 'Ability to work remotely and travel as needed', 'Agility and ability to adapt quickly to change', 'Fluency in English']","['Organize and execute marketing events, such as trade shows, product launches, and customer appreciation events.', 'Manage the logistics of events, including budgets, venues, and vendors.', 'Manage relationships with suppliers of marketing services, such as advertising agencies, public relations firms, and event planners.', 'Ensure that suppliers are meeting their obligations and delivering high-quality services. ', 'Conduct market research to identify and understand target audiences, their needs, and the competitive landscape.', 'Stay up-to-date on the latest marketing trends and technologies.', 'Execute marketing communications campaigns across a variety of channels, including digital, print, and social media.', ""Create and manage engaging content that promotes the company's brand and products."", 'Assist in marketing intelligence role including monitoring market prices, and analyzing market trends and data to develop insights that can inform strategic decisions.', 'Conduct competitive analysis and identify opportunities for market growth.']",1 To 3 Years,"['Marketing', 'E-marketing', 'Market Research', 'Business Development', 'Research', 'Microsoft Office', 'Business Administration', 'Economics', 'Communication', 'analytical', 'Social Media', 'Management']"
173,Insurance Agents ( Financial Advisor ),Confidential Company,"Manial, Cairo",Full Time,Experienced (Non-Manager),[],"['Proven experience as an Insurance Broker', 'Knowledgeable in all types of insurance plans (automobile, fire, life, property, medical, etc)', 'Basic understanding of computers and statistics', 'Demonstrated ability to present, persuade, and eventually sell', 'Experience in delivering client-focused solutions and in creating long-lasting relationships']",1 To 7 Years,"['Insurance Agents', 'Insurance', 'Sales Target', 'sales skills', 'Financial Advisor', 'Sales Field', 'Outdoor Sales', 'Indoor Sales', 'Property Sales', 'Sales Performance Management']"
174,Senior Financial Planning and Reporting Accountant,Nagwa,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in finance, accounting, or any relevant field"", '3 years of experience in financial planning and analysis', 'Strong analytical skills with the ability to interpret complex financial data and trends', 'Proficiency in financial modeling, forecasting techniques, and cost accounting', 'Excellent communication and presentation skills, with the ability to convey financial information to non-financial stakeholders', 'Proficiency in financial software and tools (e.g., Excel, financial planning software)', 'Strong attention to detail and a commitment to accuracy', 'Ability to work effectively under pressure and meet tight deadlines', 'Knowledge of industry best practices and emerging trends in financial analysis, planning, and cost accounting']","['Develop the annual budgeting process, working closely with department heads to develop and maintain budgets', 'Monitor and analyze budget to actual performance, identifying variances and recommending corrective actions on a monthly basis', 'Develop financial models and scenarios to support long-term financial planning', 'Create and maintain rolling financial forecasts, incorporating market trends, business performance, and external factors', 'Provide accurate and timely forecasts to support short-term and long-term decision making', 'Conduct in-depth financial analysis, including cost analysis, to support strategic initiatives, investments, and cost-saving opportunities', 'Prepare financial reports and presentations for senior management and stakeholders', 'Continuously improve financial planning, analysis, and cost accounting processes, identifying opportunities for automation and efficiency', 'Stay up-to-date with the best practices in FP&A and cost accounting and recommend process enhancements accordingly', 'Ensure compliance with financial regulations and reporting requirements', 'Undertake special projects and conduct analysis as requested by senior management']",More Than 3 Years,"['Accounting', 'Finance', 'Financial Planning', 'Planning', 'Financial Analysis']"
175,Senior Tax Accountant,Confidential Company,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in Accounting/ Finance.', '3- 5 years of proven work experience as a Tax Accountant, Tax Analyst or Tax Preparer with extensive corporate tax knowledge.', 'Experience in E-Tax system', 'Industrial background is preferred.', 'CPA or equivalent is preferred.', 'Very Good/Excellent spoken and written English language.', 'Advanced knowledge of Microsoft Office (emphasis on Excel)', 'SAP user is a must.', 'Age: Maximum 32 years', 'Team player with excellent interpersonal communication skills', 'Strong attention to detail with excellent analytical skills', 'Excellent verbal and written communications skills']","['Performs tax preparation, tax research and planning.', 'Reviews, interprets, and implements new/revised laws.', 'Recommends tax strategies that align with company’s goals.', 'Accumulate, analyze & process financial accounting data in order to prepare estimated tax payments, forecast & financial accounting estimate of the tax.', 'Gathers financial information & prepares tax filings for various reporting requirements. ', 'Communicates with tax authorities and tax officials.', 'Prepares and organizes for internal and external audits. ', 'Performs other duties as assigned.']",3 To 5 Years,"['Tax', 'Corporate Tax', 'SAP', 'English', 'Financial Analysis', 'Finance', 'Industrial', 'Accounting', 'Tax Laws', 'Research and Planning', 'Reports preparations', 'tax accountant']"
176,Financial Editor,Argaam,"Mohandessin, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"[""Bachelor's degree in Accounting, Finance, and Business."", '1 to 3 years of Experience.', 'Solid experience in interpreting financial statements\u202fand\u202fperforming quantitative financial analysis.', 'An understanding of advanced concepts,\u202fand\u202fpractices of accounting\u202fand\u202ffinance.', 'MS office\u202fand\u202fgoogle sheets.', 'Strong analytical thinking.', 'Experience in the same field is Preferable.', 'Prepare reports skills.', 'CFA – CFI are highly appreciated.']","[""Preparing Financial Results Reports quarterly depends on companies' earnings announcements."", 'Prepare reports by collecting, analyzing,\u202fand\u202fsummarizing information.', ""Establish\u202fand\u202fupdate listed companies' Business/Geo analysis."", 'Acquire, update,\u202fand\u202fmaintain high-quality financial data using financial models of various types of industries.', 'Validate\u202fand\u202fverify data sources\u202fand\u202ffinancial figures with extensive testing to maintain a high level of accuracy.']",1 To 3 Years,"['Analysis', 'Accounting', 'Finance', 'CFA', 'FMVA']"
177,Senior Financial Planning & Budgeting Specialist,Etisalat Egypt,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Experience in the finance or commercial fields.', 'Excellent analytical and problem-solving skills.', 'Ability to interpret data, analysis statistics, numbers and figures.', 'Attention to detail and ability to conceptualize multi-faceted tasks in context of organizational objectives', 'Attend trainings or programs related to Telecom sectors benchmarks']","['Review and prepare financial reports that include profit & loss, balance sheet, cash flow in order to demonstrate the variance between budget and actual expenditures.', 'Prepare analysis for the actual figures versus the forecasted ones (monthly, quarterly and', 'Annually) to identify their effect in driving the business.', 'Prepare the yearly budget and quarterly forecast exercise by getting the details from operation team .', 'Apply the set of procedures that ensures the proper controls on the company spending. ', 'Prepare and review monthly & quarterly financial indicators against company Key Performance Indicators (KPIs). ', 'Prepare preparing pre-launch feasibility studies related to projects and highlight to its financial impacts on the company’s.', 'Response pricing offers evaluation and review sensitivity and what if analysis. ', 'Flow up with the payable team for supplier payments, Revenue & Treasury teams for the collections.  ']",3 To 5 Years,"['Finance', 'Financial Analysis', 'BPO']"
178,Full Stack Developer,3S Software,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Engineering, Software, or a related discipline or the equivalent."", '2 to 4 years of Relevant experience', 'Excellent knowledge of software development life cycle.', 'Experience in C#,  Object-oriented Design and Programming.', 'Experience in ASP.Net core, MVC, Entity Framework, REST APIs.', 'Experience in Web services and web APIs.', 'Experience in implementing multi-threading code and asynchronous operations.', 'Experience in MS SQL Server.', 'Architecture, Design patterns and CQRS.', 'Good Knowledge in basic engineering concepts like Data Structure and Algorithms.', 'Familiar with source control and issue management systems (Git / TFS).', 'Experience in:\nReact, Angular, JavaScript, ECMAScript and typescript.\nHTML, CSS, SASS.\nMS reporting service.\nRabbit MQ & MassTransit.\nScrum, Agile, DevOps (CI/CD), TDD, Feature Flags, micro-services, test automation.', 'React, Angular, JavaScript, ECMAScript and typescript.', 'HTML, CSS, SASS.', 'MS reporting service.', 'Rabbit MQ & MassTransit.', 'Scrum, Agile, DevOps (CI/CD), TDD, Feature Flags, micro-services, test automation.', 'Experience in micro-services and services frameworks like [Azure].', 'Location : Nasr City.', 'Benefits: Social & Medical Insurance.', 'Hybrid Attendance ( WFM & Office)']","['Write clean code to implement the desired features.', 'Perform product testing and troubleshooting to ensure a high-quality deliverable.', 'Review and debug code.', 'Perform validation and verification testing.', 'Demonstrate passion and experience in building responsive, elegant, and engaging experiences with future-friendly web technologies.', 'Design client-side and server-side architecture.', 'Troubleshoot, debug and upgrade software.', 'Develop high-quality software (Web/Mobile) solutions.', 'Cooperate with various team members (Project Managers, Architects, QC, Analysts, Product owners, Development team members, etc.).', 'Develop tools and applications by producing clean, efficient code.', 'Solve Problems, Manage, and Break down, estimate, validate, and verify work activities.', 'Document, review, build code unit test, deploy, and debug code.', 'Ensure software is up-to-date with latest technologies.', 'Constantly improving one self’s technical abilities, and cooperate with the surrounding team to improve the whole team.', 'Automate tasks through appropriate tools.']",2 To 4 Years,"['MySQL', 'MVC', 'Information Technology (IT)', 'JavaScript', 'HTML5', 'HTML', 'API', 'SQL Server Reporting Services', 'CSS', 'Software Development', 'Computer Science', '.Net', 'Angular', 'Engineering', 'Git', 'SQL']"
179,Accountant,OST Egypt,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Work experience as an Accountant', 'Excellent knowledge of accounting regulations and procedures, including the Generally Accepted Accounting Principles (GAAP)', 'Hands-on experience with accounting software like FreshBooks and QuickBooks', 'Advanced MS Excel skills including Vlookups and pivot tables', 'Experience with general ledger functions', 'Strong attention to detail and good analytical skills', 'BSc in Accounting, Finance or relevant degree', 'Previous experience in FMCG or food retail business is a plus.']","['Manage all accounting transactions', 'Prepare budget forecasts', 'Publish financial statements in time', 'Handle monthly, quarterly and annual closings', 'Reconcile accounts payable and receivable', 'Ensure timely bank payments', 'Compute taxes and prepare tax returns', 'Manage balance sheets and profit/loss statements', 'Report on the company’s financial health and liquidity', 'Audit financial transactions and documents', 'Reinforce financial data confidentiality and conduct database backups when necessary', 'Comply with financial policies and regulations']",3 To 10 Years,"['business', 'Finance', 'excel', 'General Ledger', 'Financial Management']"
180,Senior Full Stack Developer,Giza Systems,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (React)', 'Knowledge of multiple back-end languages (NodeJs)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field']","['Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'front-end   (React)', 'Backend (NodeJS)', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']",3 To 5 Years,"['front-end', 'Full Stack', 'NodeJS', 'React']"
181,GIS Specialist,Fawry for Banking Technology and Electronic Payments S.A.E,"Smart Village, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"[""Bachelor's degree in relevant Discipline."", '1-3 years of experience.', 'Good communication skills in English with the capability to explain to different user levels.', 'Hard-worker & willing to attend to critical requests.', 'Ability to work under pressure.', 'Accurate & able to learn.', 'Experience with ArcGIS Prosoftware']","['Providing data and guides to help the sales team', 'Manage sales tracking tools and report on important information', 'Review pending requests to ensure to deliver it on time.']",1 To 3 Years,"['Information Technology (IT)', 'GIS', 'Sales', 'Sales Target', 'Excel', 'English', 'Geographic Information System', 'Communication skills']"
182,Cost Accountant,Universal Tube and Packaging,"Sharqia, Egypt",Full Time,Experienced (Non-Manager),"['Proven work experience as a Cost Accountant, Cost Analyst, Accountant or similar role', 'Thorough knowledge of accounting procedures', 'In-depth understanding of Generally Accepted Accounting Principles (GAAP)', 'Experience with accounting software, like FreshBooks and Zoho', 'Computer literacy, MS Excel in particular (familiarity with VLOOKUPs and pivot tables)', 'Excellent analytical skills with an attention to detail', 'Strong time management skills', 'Integrity, with an ability to handle confidential information', 'BSc degree in Accounting, Finance or relevant study']","['Collect cost information and maintain an expenses database', 'Construct data accumulation systems', 'Determine fixed costs (e.g. salaries, rent and insurance)', 'Plan and record variable costs (e.g. purchases of raw material and operations costs)', 'Review standard and actual costs for inaccuracies', 'Prepare budgeting reports (for the company and for each department)', 'Analyze and report profit margins', 'Prepare (monthly, quarterly and annual) cost forecasts', 'Assisting in month-end and year-end closing', 'Identify and recommend cost-effective solutions']",2 To 4 Years,"['Cost Accounting', 'Finance', 'analytical', 'Accounting', 'GAAP']"
183,Social Researcher,Confidential Company,"Qena, Egypt",Full Time,Experienced (Non-Manager),"['Previous experience in the field of social research in non-profit facilities', 'experience in writing reports. ', 'good knowledge of computer and Microsoft office programs.']","['Make research about the cases and collect their data.', 'Making visit to the home of the cases to collect data.', 'Collect and analyze data through field inquiries', 'Preparing the case papers for the person seeking assistance in terms of acceptance or rejection and writing a report about them', 'Present the case to the Supreme Committee to make a decision']",1 To 3 Years,"['social researcher', 'Ngo', 'Research', 'social work']"
184,Finance Manager,Nouvel Age,"Nasr City, Cairo",Full Time,Manager,"['BSc/BA in Accounting, Finance or relevant field , MBA is a plus', 'Proven experience as Financial Manager or relevant role', 'In depth knowledge of corporate financial law and risk management practices', 'Excellent knowledge of data analysis and forecasting methods', 'Proficient in the use of MS Office and financial management software (e.g. Oddo)', 'Ability to strategize and solve problems', 'Strong leadership and organizational skills', 'Excellent communication and people skills', 'An analytical mind, comfortable with numbers', 'CMA certificate is a MUST', 'Relevant Experience in Medical, Retail FMCG, or Pharmaceutical Companies.', 'Fluent in English']","[""Ensuring financial stability, driving profitability and supporting the company's growth objectives "", 'Drive the company’s financial planning', 'Perform risk management by analyzing the organization’s liabilities and investments', 'Decide on investment strategies by considering cash and liquidity risks', 'Control and evaluate the organization’s fundraising plans and capital structure', 'Ensure cash flow is appropriate for the organization’s operations', 'Supervise all finance personnel (controllers, treasurers etc.)', 'Manage vendor relationships', 'Prepare reliable current and forecasting reports', 'Set up and oversee the company’s finance IT system', 'Ensure compliance with the law and company’s policies', 'Manage team of financial controllers and financial analysts.']",12 To 15 Years,"['Finance', 'Finance Manager', 'Retail', 'FMCG', 'Clinics', 'Pharmacies', 'Pharmaceutical']"
185,Product designer Ui UX,etmana,"Katameya, Cairo",Full Time,"Senior Management (CEO, GM, Director, Head)",[],[],3 To 5 Years,"['product designer', 'designers', 'Fashion', 'E-Commerce', 'UI/UX']"
186,Economic Researcher,Confidential Company,"Nasr City, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),[''],"['Collect data on consumers, competitors and market place and consolidate information into actionable items, reports and presentations', 'Understand business objectives and design surveys to discover prospective customers’ preferences', 'Compile and analyze statistical data using modern and traditional methods to collect it', 'Perform valid and reliable market research SWOT analysis', 'Interpret data, formulate reports and make recommendations', 'Use online market research and catalogue findings to databases', 'Provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales and methods of operation', 'Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct', 'Remain fully informed on market trends, other parties researches and implement best practices']",2 To 5 Years,"['Market Research', 'Research', 'Marketing Research']"
