,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
507,Junior Digital Marketing Executive,Orientals for Urban Development,"Sheraton, Cairo",Full Time,Experienced (Non-Manager),"['Proven experience as Digital Marketing Executive or similar role', 'Excellent understanding of digital marketing concepts and best practices', 'Experience with B2C social media, Google Adwords and email campaigns and SEO/SEM', 'Working knowledge of ad serving tools (e.g., DART, Atlas)', 'Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.)', 'Skills and experience in creative content writing', 'Analytical mindset and critical thinking', 'Excellent communication and interpersonal skills', 'BSc/BA in marketing or relevant field']","['Assist in the formulation of strategies to build a lasting digital connection with consumers', 'Plan and monitor the ongoing company presence on social media (Twitter, Facebook etc.)', 'Launch optimized online adverts through Google Adwords, Facebook etc. to increase company and brand awareness', 'Be actively involved in SEO efforts (keyword, image optimization etc.)', 'Prepare online newsletters and promotional emails and organize their distribution through various channels', 'Provide creative ideas for content marketing and update website', 'Collaborate with designers to improve user experience', 'Measure performance of digital marketing efforts using a variety of Web analytics tools (Google Analytics, WebTrends etc.)', 'Acquire insight in online marketing trends and keep strategies up-to-date', 'Maintain partnerships with media agencies and vendors']",1 To 3 Years,"['Digital', 'Digital Marketing', 'E-Marketing']"
508,Senior Digital Marketing Executive - Real Estate Experience,Orientals for Urban Development,"Sheraton, Cairo",Full Time,Experienced (Non-Manager),"['Proven experience as Digital Marketing Executive or similar role i the Real Estate Field', 'Excellent understanding of digital marketing concepts and best practices', 'Experience with B2C social media, Google Adwords and email campaigns and SEO/SEM', 'Working knowledge of ad serving tools (e.g., DART, Atlas)', 'Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.)', 'Skills and experience in creative content writing', 'Analytical mindset and critical thinking', 'Excellent communication and interpersonal skills', 'BSc/BA in marketing or relevant field']","['Assist in the formulation of strategies to build a lasting digital connection with consumers', 'Plan and monitor the ongoing company presence on social media (Twitter, Facebook etc.)', 'Launch optimized online adverts through Google Adwords, Facebook etc. to increase company and brand awareness', 'Be actively involved in SEO efforts (keyword, image optimization etc.)', 'Prepare online newsletters and promotional emails and organize their distribution through various channels', 'Provide creative ideas for content marketing and update website', 'Collaborate with designers to improve user experience', 'Measure performance of digital marketing efforts using a variety of Web analytics tools (Google Analytics, WebTrends etc.)', 'Acquire insight in online marketing trends and keep strategies up-to-date', 'Maintain partnerships with media agencies and vendors']",5 To 10 Years,"['Digital', 'Digital Marketing', 'digital marketing', 'E-Marketing', 'campaigns', 'Social Media', 'Marketing', 'Real Estate', 'Communication', 'Google Analytics', 'media', 'SEO', 'AdWords', 'Google Adwords']"
509,Digital Marketing Supervisor,Akhnaton for Trading & Distributing,"Downtown, Cairo",Full Time,Manager,"['Bachelor’s degree in mass communication/marketing (Or Equivalent).', '+8 years of experience in the communication or marketing industry.', 'Experience In Media Buyer.', 'Digital Marketing diploma is preferred. ', 'Good command of using different Microsoft. ', 'Excellent command of the English language.']","['Identifies and evaluates new digital technologies and uses Web analytics tools to measure site traffic to better optimize marketing campaigns, email marketing, social media, and display and search advertising.', 'Develops, implements, tracks, and optimizes digital marketing strategies for the company.', 'Planning & Executing SM (Social Media) strategies through creating content on various platforms that enhance brand awareness within the digital space as well as driving website traffic and acquiring leads/customers.', 'Conducts competitive research & social media listening for platform determination, messaging & audience identifications.', 'Recommends the latest social media best practices & technologies.', 'Monitors SEO (Search engine optimization) & Social media ads to suggest content.', 'Setting digital marketing strategy to be aligned with the corporate strategy.']",5 To 8 Years,"['Communication', 'Digital Marketing', 'Social Media', 'Media Buyer', 'Content Creation']"
510,Penetration Tester / Cybersecurity Trainer,CYBERAWARESECURITY,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor Degree in Computer Science or related field ', 'Good knowledge of the Arabic and English Language ', 'Certifications: OSCP and CISSP ']","['Responsible for scoping and execution of penetration tests against a variety of technologies including web application, mobile and infrastructure', 'Provide network/application vulnerability assessment and penetration testing services globally through a comprehensive testing process, identifying weaknesses and vulnerabilities within the system and proposing countermeasures', 'Contribute both on an individual assessment basis global strategic basis to raise the security posture across all clients', 'Proven ability to perform computer network vulnerability assessment and penetration testing', 'Act as the subject matter expert for the firm on all aspects of penetration testing', 'Be an individual contributor for the entire Enterprise wide penetration testing program and all its components', 'Examine current penetration testing practices and identify key risks, then execute programs to address them', 'Deliver Ethical Hacking Trainings when required ']",3 To 10 Years,"['OSCP', 'CISSP', 'Ethical Hacking', 'Penetration Testing', 'Cybersecurity']"
511,Project Manager,Construction Management Systems,"New Cairo, Cairo",Full Time,Manager,"['Bachelor’s Degree in Construction Management / Civil Engineering / Architectural Engineering', '15-20 years of experience in the same field', 'Computer Skills Microsoft Office Auto Cad , Primavera.', 'Excellent written and verbal communication skills', 'Solid technical background, with understanding or hands-on experience in software development and web technologies']","['Executes Mobilization process', 'Implements Documentation standards', 'Implements Communication process', 'Coordinates Project Schedule with Director .', 'Executes Project Schedule and ensures on-time performance', 'Responsible for Site quality', 'Responsible for Site safety', 'Responsible Site layout and cleanliness', 'Executes Project tone', 'Executes Project according to Budget', 'Manages and drives the coordination of project', 'Manages & Coordinates Subcontractors according to contract § Ensures all subcontractors are under contract', 'Manages & Coordinates Site Technical Office', 'Manages & Coordinates Site team', 'Manages & Coordinates Site Warehousing', 'Manages & Coordinates Site Logistics', 'Coordinates Site QC and Safety', 'Communicates properly with Project Owner / Consultant', 'Ensures Invoices are accurate and follows-up on payment process', 'Delivers project  monthly reports to Director', 'Oversees and ensures project management success']",15 To 20 Years,"['Engineering', 'Project Management', 'PMP', 'Construction', 'Project Budget', 'Site Warehousing', 'Civil Engineering', 'Architecture', 'Civil', 'Primavera']"
512,Creative Lead (Remote),teeplus,"Kuwait City, Kuwait",Full Time,Experienced (Non-Manager),"['Proven leadership in a creative role, ideally within a marketing or advertising environment.', 'A robust portfolio showcasing graphic design, copywriting, and strategic thinking.', 'Exceptional ability to balance creativity with market and sales awareness.', 'Strong project management skills, with a knack for multi-tasking and team collaboration.', 'Fluent in visual and verbal storytelling, with an eye for detail and brand nuance.']","['Conceptualize and implement creative strategies that align with our marketing and business objectives.', 'Lead and oversee the production of all media assets, from graphic design to ad copy, ensuring brand consistency.', 'Direct photoshoots and leverage in-house photography talent for compelling visual storytelling.', 'Craft mood boards and scripts for advertising campaigns and digital content.', 'Collaborate with marketing and sales teams to create impactful campaigns that drive engagement and sales.', 'Design and curate content for emails and newsletters.', 'Lead the creation of graphics for expos and offline events.', 'Develop B2B proposals, presentations, and other business communication materials.', 'Provide suggestions for UI/UX improvements on our web/app platforms.', 'Mentor and guide a team of creatives, fostering an environment of innovation and excellence.']",More Than 1 Year,"['Advertising', 'Creative', 'Graphic Design', 'Marketing', 'media', 'Sales']"
513,Senior digital marketing specialist,Smart Line,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Proven work experience as an Email marketing manager or Digital marketing specialist', 'Hands on experience with HTML and content management systems', 'Proficiency in marketing automation technology', 'Knowledge of SEO/SEM and Google Analytics', 'Familiarity with analytical and database tools', 'Excellent written communication and copywriting skills', 'Strong project management skills', 'An ability to work under tight deadlines', 'BSc degree in Marketing or relevant field']","['Create social media platform plans based on marketing strategy. Develop, implement, and manage multiple social media platforms.', 'Create Facebook Ad campaigns (from planning to campaign objective and budgeting, to ad formats )and Executing campaigns across a variety of platforms, including YouTube, Twitter and LINKED IN.', 'Creative social media platform content regarding marketing plan.', 'Set up and optimize company pages within each platform to increase the visibility of the company’s social content', 'Up-to-date with social media trends and best practices.', 'Set specific objectives and report on ROI.', 'Monitor SEO and web traffic metrics.', 'Perform research on current benchmark trends and audience preferences.', 'Measuring and reporting on the performance of all digital marketing campaigns.', 'Developing, implementing, and managing marketing campaigns that promote a company and its products and/or services.', 'Enhancing brand awareness within the digital space as well as driving website traffic and acquiring leads/customers.', 'Evaluating competitor’s Digital Marketing strategies']",3 To 6 Years,"['Communication', 'Content', 'Content Management', 'Digital', 'Digital Marketing', 'digital marketing', 'E-Marketing', 'HTML', 'Management', 'Marketing', 'SEM', 'SEO', 'Social Media']"
514,Property Management System Admin,Kennah,"Downtown, Cairo",Full Time,Experienced (Non-Manager),"['Previous work experience as a property management system admin, hotel system admin, or similar role.', ""Bachelor's degree in Business, Computer Science, Accounting, or a related field preferred."", 'Proficiency in reservations booking systems, property management software, and office suites, including document management systems, spreadsheets, and databases.', 'High level of attention to detail to ensure accuracy in document management and transaction coordination.', 'Familiarity with local and national real estate laws and regulations is a plus.']","['To conduct effective control of physical and electronic properties’ information, documentation, and media materials.', 'Create, configure, and categorize new properties in the BPMS and Kennah website.', 'Continuously ensure that new and existing Properties’ data are filled and/or uploaded, correctly, and updated on the PMS and website.', 'Managing and mapping apartments, media material synchronization, and pricing information updates on both the BPMS and website.', 'Ensure all our listings and company data are unified across all our platforms', 'Process manual bookings for reservations, and all unautomated concierge inquiries.', 'Processing payments and sending confirmation details to customers.', 'Sorting out any BPMS-related issues that may arise with bookings or reservations.', 'Assisting with the management of the BPMS and ensuring it operates at optimal performance.', 'Support with the testing of new technologies to improve business efficiency or guest experience.', 'Being a point of contact for our system and web developers', 'Assist with testing, maintenance, and support with system upgrades.', 'Assisting with the documentation of SOPs, SLAs, and KPIs.']",3 To 5 Years,"['Property Management', 'Property', 'Computer Science', 'Administration', 'System Admin']"
515,Personal Assistant Job in Dubayy with Busy Family,"GreatAuPair, LLC","Dubai, United Arab Emirates",Full Time,Not Specified,[],[],Not Specified,"['microsoft office', 'administration', 'sales', 'sales skills', 'personal assistant', 'microsoft excel', 'design', 'microsoft word', 'education', 'software', 'microsoft powerpoint', 'html']"
516,Network Instructor,MICA,"Haram, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['A Bachelor of Communication & Electric Engineering OR Computer science and  Information Technology OR equivalent experience required.', 'CCNA (R&S)  , MCSE', 'Knowledge of the basics of electricity and electronics in general', 'implementing workshops on data center network design and troubleshooting , management, and protection', 'knowledge of virtualization and Clouding Technology', 'knowledge of fiber optics  is plus.', 'knowledge of  firewalls and network security systems.', 'Cisco CCNA (R&S) - Microsoft (MCSA)      Certificate is a plus', 'Familiar with Linux operating systems', 'is preferable to have worked in the teaching and training sector', 'Full time']","['MICA Academy is offering a suite of programs for students ages 15 to 18 introducing them to programming using java, Oracle Database SQL and pl-SQL, Android, Web Design, Web Development, Networking, Operating Systems, Server Administrations, It Infrastructure, Embedded Systems, Electronic Fundamentals, virtualization and Clouding Technology.']",Not Specified,"['CCNA', 'Cisco', 'Cisco CCNA', 'Computer Science', 'Electronics', 'Engineering', 'firewalls', 'Information Technology (IT)', 'Networking', 'Teaching', 'Training', 'Security', 'MCSA', 'PC Troubleshooting']"
517,Technical Product Owner,Al Safy,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['3-5 years of experience as a Technical Product Owner ', 'experience in agile is a must ', 'Hands-on experience managing all stages of the product life cycle', 'Technical background with knowledge of software development and web technologies', 'Team spirit and good communication abilities', 'BSc in Computer Science, Engineering or similar field']",[],3 To 5 Years,"['Product Owner', 'Computer Science', 'Testing', 'User Flows', 'User Stories', 'Agile Methodology', 'Agile', 'Product Management']"
518,English Back Office Agents (U Tech...)...,Majorel Egypt,"Katameya, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['Excellent English is a must', 'Egyptians ONLY.', 'Graduates ONLY.', 'MALES  and females ']","['Support customers through e-mailing and web chatting.', 'Create and promote an environment that fosters both individual and team advancement to ensure the outstanding delivery of customer service.', ""Communicate positively with all involved parties in order to facilitate customer's reception of the expected distinguished service."", ""Solve Customer's technical issues."", 'Rotational shifts', 'Rotational weekend.   \nsalary 4500 up to 5200 l.E gross']",1 To 3 Years,"['Back Office', 'Webchat', 'Customer support', 'Customer service', 'Customer Care', 'English']"
519,Sales Team leader - Real Estate,Orientals for Urban Development,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Proven work experience as a Sales team Leader', 'Experience in a sales position is a must', 'Ability to manage the full training cycle, including in-person activities and web-based learning', 'Hands-on experience in sales -Real Estate field ', 'Excellent organizational skills', 'Solid communication and presentation abilities', 'BSc degree']","['Manage their teams of property consultant and provide support in closing deals ', 'Conduct skills gap analyses to identify areas of improvement', 'Produce physical and digital educational material (e.g. videos and case studies)', 'Onboard new salespeople', 'Coordinate individual and team performance review sessions to discuss strengths and weaknesses', 'Monitor sales objectives and results', 'Collect feedback from trainees and managers about training courses', 'Report on impact of training programs (e.g. sales achieved)', 'Liaise with external trainers or industry professionals and organize seminars']",6 To 15 Years,"['Sales', 'Real Estate', 'sales skills', 'Sales Target']"
520,Treasury Manager - Egypt,Carry1st,"Cairo, Egypt",Full Time,Not Specified,[],"['Optimize cash & liquidity management for the Group', ""Maintain a rolling cash forecast to ensure the company's cash flows allow it to operate effectively"", 'Ensure all Third Party funds are settled within agreed timelines', 'Handle processes related to bank opening, KYC, due diligence requests to support expansion plan', 'Support the development of processes & strategies to mitigate FX and operational risks', 'Manage FX exposures through existing and new partnerships', 'Maintain daily treasury reconciliations', 'Manage bank and other financial institutions relationships', 'Own automation work streams within the treasury function', '5+ years of relevant experience in treasury management for a fintech or corporate treasury', 'Knowledge of banking, treasury and payment processes and systems', 'Ability to work autonomously and be flexible in a fast paced environment', 'Ability to handle multiple tasks, work effectively in a international team environment', 'Build awesome, industry-changing products, every day', 'Grow with a VC-backed startup at the intersection of gaming, fintech, and web3', 'Work from anywhere in the world with international teammates', 'Own shares in the Company - enabling you to benefit from the value you create', 'Co-working excursions: Travel to meet your colleagues in cities around the world', 'Awesome equipment: Get everything you need to work effectively', 'Remote working allowance: Put an additional $600 / year to optimise your WFH experience', 'Learning and development: Attend courses, conferences and training events', 'Social events: Participate in regular company events to relax and connect with teammates', 'Birthday leave: Enjoy a paid day off on your special day', 'Andreessen Horowitz shared why they invested in Carry1st', 'VentureBeat announced that Carry1st has raised $27 million to develop and publish mobile games in Africa', 'Remerge hosted Cordel on a podcast to discuss Carry1st and the African gaming market']",Not Specified,"['Accounting', 'Finance', 'Treasury', 'Financial Management', 'Financial Analysis', 'Microsoft Office', 'Commerce', 'Banking', 'ERP', 'Cash Management', 'English', 'Microsoft Excel', 'SAP', 'Cash Flow', 'Budgeting', 'Treasury Accounting', 'Business Administration', 'Excel', 'Management', 'Communication Skills']"
521,Digital Marketing Senior Specialist (Real Estate),Cornerstone Development,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['3+ years of experience in digital marketing,', 'Previous experience with real estate marketing is a plus', 'Strong knowledge of digital marketing principles and best practices, including SEO, SEM, social media marketing, content marketing, and email marketing', 'Experience with web analytics tools and reporting software', 'Excellent written and verbal communication skills', 'Experience with video marketing', 'Experience with graphic design', 'Experience with paid social media advertising', 'Experience with Google Ads.']","['Assist in the formulation of digital marketing strategies to build a lasting connection with consumers in the real estate industry', 'Plan and monitor the ongoing company presence on social media (Facebook, Instagram, etc.) to promote real estate properties and services', 'Launch optimized online adverts through Google AdWords, Facebook, etc., to increase company and brand awareness among potential homebuyers and investors', ""Be actively involved in SEO (search engine optimization) efforts to improve the website's ranking in search results for relevant keywords related to real estate"", 'Prepare online newsletters and promotional emails to highlight new listings, special offers, and other important information to subscribers', ""Develop and implement creative content marketing campaigns to generate leads and interest in the company's real estate properties and services"", ""Collaborate with designers to improve the user experience of the company's website and digital marketing materials"", 'Measure the performance of digital marketing efforts using a variety of web analytics tools to identify areas for improvement', ""Acquire insights into the latest online marketing trends and keep the company's digital marketing strategies up-to-date"", 'Maintain partnerships with media agencies and vendors to ensure the smooth execution of digital marketing campaigns']",3 To 5 Years,"['Content', 'Digital', 'Digital Marketing', 'E-Marketing', 'media', 'Marketing', 'digital marketing', 'Communication', 'Social Media', 'social', 'SEO', 'SEM', 'Real Estate']"
522,Marketing Specialist (Real Estate),Cornerstone Development,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['3+ years of experience in digital marketing,', 'Previous experience with real estate marketing is a plus', 'Strong knowledge of digital marketing principles and best practices, including SEO, SEM, social media marketing, content marketing, and email marketing', 'Experience with web analytics tools and reporting software', 'Excellent written and verbal communication skills', 'Experience with video marketing', 'Experience with graphic design', 'Experience with paid social media advertising', 'Experience with Google Ads.']","['Assist in the formulation of digital marketing strategies to build a lasting connection with consumers in the real estate industry', 'Plan and monitor the ongoing company presence on social media (Facebook, Instagram, etc.) to promote real estate properties and services', 'Launch optimized online adverts through Google AdWords, Facebook, etc., to increase company and brand awareness among potential homebuyers and investors', ""Be actively involved in SEO (search engine optimization) efforts to improve the website's ranking in search results for relevant keywords related to real estate"", 'Prepare online newsletters and promotional emails to highlight new listings, special offers, and other important information to subscribers', ""Develop and implement creative content marketing campaigns to generate leads and interest in the company's real estate properties and services"", ""Collaborate with designers to improve the user experience of the company's website and digital marketing materials"", 'Measure the performance of digital marketing efforts using a variety of web analytics tools to identify areas for improvement', ""Acquire insights into the latest online marketing trends and keep the company's digital marketing strategies up-to-date"", 'Maintain partnerships with media agencies and vendors to ensure the smooth execution of digital marketing campaigns']",3 To 5 Years,"['Digital', 'Digital Marketing', 'digital marketing', 'Real Estate', 'Social Media', 'SEO', 'social', 'media', 'Marketing', 'E-Marketing', 'Content', 'Communication']"
523,2024 Marketing Internship/Co-op,Amazon Middle East and North Africa FZ,LLC,Full Time,Not Specified,[],[],Not Specified,"['marketing', 'startup', 'market research', 'sales', 'media', 'communication skills', 'english', 'advertising', 'writing', 'business', 'communication', 'events']"
524,Digital Marketing Specialist,The LaLa Land,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Fluency in English is a Must.', 'Previous Experience as a social media ', 'Experience in creating social media strategies & executing them ', 'Prior experience as a content manage', 'Positive attitude, detail and customer oriented with good multitasking and organizational ability', 'Creative & thinks out of the box (While Being on top of the latest social media trends)', 'Persuasion & Communication Skills ( how to communicate with different audiences)\n ', 'Monthly Basic Salary of 8,000-14,000 EGP (Based on Years of Experience)', 'Quarter/Annual incentives and bonuses will be Calculated Every cycle  based on individual & Company performance. ', 'Travel Benefits & Full Expenses covered for Retreats/Events whenever needed & requested by the Company']","['Putting Creative Quarter Strategy for all our accounts and driving the Monthly Marketing Plan for them', 'Planning and developing social media campaigns in line with the agreed strategy with a clear mandate of increasing reach & engagement to be MEA number 1 wellness platform on Social Media', 'Creating compelling Content for our social media platforms, including Facebook, Instagram, LinkedIn, … to grow an audience, build brand awareness, and ultimately, boost sales. (Ability to optimize content strategically to drive results', 'Fill Market intelligence sheet (Regarding Competition & up to date with the latest social media best practices and technologies).', 'Establishing relationships with social media influencers to develop a strong network', 'Executing welcome gifts from our suppliers & Arrange it for Retreats as needed.', 'Extra : Media Buying & Social Media Ads & Analyzing running campaigns (numbers with reports)', 'Extra : Monitoring SEO and web traffic metrics']",3 To 5 Years,"['E-Marketing', 'media', 'Digital Marketing', 'Content', 'Creative', 'Communication skills']"
525,Marketing Executive,Helm Organization,"Maadi, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['BSc/BA in marketing, business administration or relevant discipline', '1 – 3 years proven experience as marketing executive or similar role', 'Fluent English and Arabic writing skills are a MUST.', 'Good understanding of market research techniques, data analysis and statistics methods', 'Thorough knowledge of strategic planning principles and marketing best practices', 'Proficient in MS Office and marketing software', 'Familiarity with social media and web analytics', 'Excellent communication and people skills', 'Strong organizational and time-management abilities', 'Creativity and commercial awareness']","[""Develop, Implement & track social media tactics to create brand awareness, increase brand affinity, and generate inbound traffic that strengthens the company's online presence."", 'Coordinate specifications concerning promotional materials with graphic designer, Copy editor.', 'Ensure all promotional materials completed as specified and on time.', 'Maintains confidential information appropriately and exercise good judgment when communicating with the public.', 'Develop and update creative online and offline content on different social platforms.', 'Manages the vendors list promotional materials and handles their production.', 'Ensure excellent customer service and quality of production received.', 'Content creation across different mediums that ensures compelling and effective communication including social media & email marketing.', 'Ensure all content abides by the company guidelines and marcom strategy.', 'Gather data and produce marcom reports including campaign results and social media analysis in order to improve future practices.', 'Liaise with and manage external parties such as service providers, agencies and freelancers to execute marketing programs including logistics & paperwork', 'Supporting the marketing team in all marketing activities including documentation, advertising direct marketing, and events.', 'Conduct related field market research and analyze trends to establish customer trends and habits.']",1 To 3 Years,"['Marketing', 'Media', 'Social Media', 'Digital Marketing', 'Market Research', 'Mass Communication', 'Writing Skills']"
526,"System Support Engineers, job description",MTS,IT,Full Time,Experienced (Non-Manager),[],[],1 To 3 Years,"['Database', 'Information Technology (IT)', 'Technical Support', 'Troubleshooting', 'computer', 'Installation']"
527,E Commerce Specialist,CosmoCare Group,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Proven inside sales experience', 'Track record of over-achieving quota', 'Strong phone presence and experience dialing dozens of calls per day', 'Proficient with corporate productivity and web presentation tools.', 'Previous dealing with online sales such as Amazon and Jumia.', 'Experience working with Salesforce.com or similar CRM', 'Excellent verbal and written communications skills', 'Strong listening and presentation skills', 'Ability to multi-task, prioritize, and manage time effectively', 'BA/BS degree or equivalent.', 'New Cairo residents preferred.']",[],3 To 5 Years,"['Sales', 'Marketing', 'Online Sales']"
528,Sales Engineer,Global For Elevators and Esclators,"Heliopolis, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['Proven work experience as a Sales Engineer', 'Proven track record selling complex enterprise solutions', 'Ability to forge strong, long-lasting relationships with senior executives', 'Ability to creatively explain and present complex concepts in an easy to understand manner', 'Solid technical background with understanding and/or hands-on experience in software development and web technologies', 'Excellent written and verbal communication skills', 'Excellent presentation and creativity skills', 'Willingness to travel', 'BA/BS degree or equivalent, preferably with a numeracy base']","['Support sales executives with solution selling into prospect account base', 'Partner with sales executives to plan, prepare and execute on strategic deals in complex sales cycles', 'Model the financial business case associated with each sales opportunity', 'Successfully match customer pain/requirements to proposed solutions', 'Create and deliver powerful presentations and demos that clearly communicate the uniqueness of the value proposition', 'Manage all technical aspects of RFP / RFI responses', 'Effectively communicate client needs to the R&D teams for future product enhancements', 'Collect and document competitive intelligence']",0 To 2 Years,"['Communication', 'engineer', 'Sales Field', 'Sales', 'Sales Target', 'sales skills']"
529,System Support Engineers,MTS,IT,Full Time,Experienced (Non-Manager),[],[],1 To 3 Years,"['Database', 'Information Technology (IT)', 'Technical Support', 'Troubleshooting', 'computer', 'Installation']"
530,Marketing Operations Executive,Orientals for Urban Development,"Sheraton, Cairo",Full Time,Experienced (Non-Manager),"['Proven experience as marketing executive or similar role', 'Good understanding of market research techniques, data analysis and statistics methods', 'Thorough knowledge of strategic planning principles and marketing best practices', 'Proficient in MS Office and marketing software (e.g. CRM)', 'Familiarity with social media and web analytics (e.g. WebTrends)', 'Excellent communication and people skills', 'Strong organizational and time-management abilities', 'Creativity and commercial awareness', 'BSc/BA in marketing, business administration or relevant discipline']","['Work with Senior Managers to summarize business priorities.', 'Acting as liaison between marketing team, internal departments, suppliers and media agencies.', 'Forecast forward the next quarter at least the capacity of resource in marketing supplies, giveaways and printing materials.', 'Assist with events to promote company and increase attendance.', 'Research and analyze competitor marketing and sales materials.', 'Collaborate on team presentations for management.', 'Planning sales schedules and event coordination.']",3 To 5 Years,"['Marketing', 'Market Research', 'Marketing Operations', 'Operations']"
531,Digital Marketing Expert,Tidal,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in Graphic design, CS, digital marketing, marketing, or a related field.', 'Proven experience as a digital marketing specialist or similar role in a software company ', 'Thorough understanding of marketing elements (including traditional and digital marketing such as SEO/Social media etc.) and market research methods', 'Demonstrable experience in marketing data analytics and tools for software products ', 'Solid computer skills, including MS Office, marketing  applications(Web analytics, Google Adwords, etc.)', 'Excellent experience in Adobe Photoshop and Illustrator', 'Excellent written and verbal communication skills and must have a thorough understanding of social media management and strategy.', 'Excellent experience in Graphic design and content writing.', 'Knowledge of HTML, CSS, and web development tools ', 'Well-organized and detail-oriented', 'Exceptional communication and writing skills', 'Very good in English is a must.']","['Conduct market research to identify target markets, customer segments, and emerging trends.', 'Identify and evaluate international distributors, agents, or partners for expanding sales channels.', 'Run advertising campaigns on all social media and digital platforms including GDN’s, Meta platforms, LinkedIn, TikTok, Snapchat, and X.', 'Decide on the appropriate placement of ads', 'Determine what content will reach customers', 'Implement email marketing campaigns', 'Measure digital traffic', 'Monitor social media and Google Analytics', 'managing company website', 'Optimize paid advertising campaigns using SEO and other tools', 'Report on the growth and analytics of campaigns to stakeholders', 'Scale campaigns to maximize ROI', 'Monitor project status and budget', 'Conduct market research to inform campaigns']",More Than 3 Years,"['Digital Marketing', 'Digital', 'Google Adwords', 'E-Marketing', 'Marketing', 'Market Research', 'Social Media', 'SEO', 'media', 'HTML', 'Communication', 'Writing', 'English', 'Adobe Photoshop']"
532,Associate Brand Manager,Kennah,"Downtown, Cairo",Full Time,Experienced (Non-Manager),"['Previous work experience as an Associate Brand Manager, Assistant Brand Manager, Marketing Associate, or similar role', 'Experience with developing brand, marketing strategies, product pricing, and positioning', 'Understanding of market trends, product branding, advertisements, production, and multimedia design.', 'Knowledge of publishing and digital marketing tools and techniques', 'Ability to conduct market analysis (and the know-how to use and interpret spreadsheets and charts)', 'Excellent interpersonal and communication skills', 'Creativity', 'BSc in Marketing, Communication, Business Administration or related field']","['Assist in developing brand strategies for the company and campaigns for individual products', 'Identifying products and campaigns that need better branding', 'Review descriptions, presentations, and positioning of products and suggest improvements', 'Design advertising campaigns for new products/services', ""Researching and analyzing consumer behavior, market trends, and competitors' activities."", ""Gathering customer feedback and data to improve branding and the customer's experience"", 'Overseeing the staff implementing brand guidelines and policies within their department scope', 'Periodically coordinating with all departments to make sure brand specs and standards are consistent', 'Managing content and information sharing between departments', 'Giving direction for product packaging, web design, marketing copy, logos, advertisements and visuals']",3 To 5 Years,"['Brand Manager', 'Communication', 'Design', 'Digital Marketing', 'Market Research', 'Analysis']"
533,Construction Manager,Engineering Tasks Group,ENTAG,Full Time,Manager,"['Great educational background, preferably in the fields of computer science or engineering for technical project managers', 'Proven working experience as a project administrator in the information technology sector', 'Solid technical background, with understanding or hands-on experience in software development and web technologies', 'Excellent client-facing and internal communication skills', 'Excellent written and verbal communication skills', 'Solid organizational skills including attention to detail and multi-tasking skills', 'Strong working knowledge of Microsoft Office', 'PMP / PRINCE II certification is a plus']",[],10 To 15 Years,"['Management', 'Project Management', 'Engineering']"
