,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
126,Senior System Admin,Egyptian Cultural Center,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['Information Technology (IT)', 'Computer Engineering', 'computer', 'IT', 'MCSA', 'MCSE', 'CCNA', 'Microsoft Dynamics', 'Firewall', 'Computer Science', 'Engineering', 'Technical Support']"
127,ERPNext Developer,Confidential Company,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 6 Years,"['APIs', 'erpnext', 'Python', 'HTML', 'CSS', 'JavaScript', 'Web', 'Computer Science']"
128,Senior Full Stack Developer (Angular / Java),Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, or a relevant field', 'Very Good command of English.', 'Experienced in modern front end framework (Angular5+, bonus points for latest versions of Angular)', 'Preferred development experience with Typescript.', 'Significant experience with CSS preprocessors (LESS/Sass)', 'Ability to write high-performance, reusable code for UI components.', 'In-depth experience with modern responsive web design.', 'Knowledge of native DOM and Event APIs', 'Knowledgeable with Git', 'Experienced in Reactive programming', 'Experience in J2EE Application', '+3 years of experience with latest versions of Spring Framework', 'Knowledge of Web Servers Apache Tomcat / WebSphere', 'Significant experience with Database: Oracle', 'Perform a test code with Junit', 'Experience with JPA and Hibernate', 'Knowledge of Jenkins, Sonar and Testing/QA assurance', 'Experience with WebServices SOAP and REST', 'Broad knowledge of different components and tools available in the market and pros and cons of them', 'Experience in Financial services', 'Experience in OWASP security measures', 'Linux, *nix', 'NodeJS experience', 'Financial services experience', 'Experience with Webpack', 'Experience with web site/app security', 'Native and Hybrid programming', 'NgRx library']","['Passionate about web technologies', 'Collaborate with other teams to ensure design and integration', 'Develop in a test-oriented and fast-paced environment', 'Capable of creating strategies to implement products in the best roadmap for balance between technical and business objectives', 'Identify and communicate risks before implementing the solution', 'Resolve defects during QA testing and in post-release patches', 'Optimization of the application for maximum speed and scalability']",6 To 10 Years,"['Angular', 'Java', 'Full Stack Development']"
129,UI UX Web Developer,GS,GEO Solutions,Full Time,Experienced (Non-Manager),"[""Bachelor's degree in digital design, graphic design, or a related field."", '4-7 yrs of proven experience in a professional digital design role.', 'Fluent in the essential UI (web development technologies, HTML, CSS, JavaScript, jQuery, Sass, Bootstrap).', 'Angular is preferred.', 'A portfolio of previous digital design work to showcase experience and creativity.', 'Solid knowledge of design software programs, such as Figma, Sketch and Adobe Creative Suite.', 'Ability to clearly present design ideas and concepts for campaigns and projects.', 'A team player with exceptional organizational and technical skills.']","['Gather and evaluate user requirements in collaboration with product managers and engineers.', 'Illustrate design ideas using storyboards, process flows and sitemaps.', 'Design graphic user interface elements, like menus, tabs and widgets', 'Develop UI mock-ups and prototypes that clearly illustrate how sites function and look like', 'Responsible for all front-end, mobile, and back-end UI/UX.', 'Create original graphic designs (e.g. images, sketches and tables)', 'Prepare and present rough drafts to internal teams and key stakeholders.', 'Identify and troubleshoot UX problems (e.g. responsiveness)', 'Adhere to style standards on fonts, colours and images.', 'Use Figma as the primary design tool to create and share design assets.']",4 To 7 Years,"['Bootstrap', 'Angular', 'HTML', 'Design', 'JavaScript', 'jQuery', 'UX', 'ui', 'Web Development', 'CSS', 'Information Technology (IT)', 'Computer Science']"
130,Full Stack Wordpress Developer,TIQNIA,"Dokki, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science or a similar field.', 'Very good English', 'Problem solving skills ', 'Proven work experience as a WordPress developer ( not desiger ) .', 'Experienced with PHP DEVELOPMENT ', 'Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery.', 'Experience working with debugging tools such as Chrome Inspector and Firebug.', 'Good understanding of website architecture and aesthetics.', 'Ability to manage projects.', 'Good communication skills.']","['Ability of coding wordpress plugins and themes', 'Ability to edit and upgrade wordpress plugins and themes functional ', 'Meeting with clients to discuss website design and functionality ', 'Designing and managing the website back-end including database and server integration.', 'Generating WordPress themes and plugins.', 'Conducting website performance tests.', 'Troubleshooting content issues.', 'Conducting WordPress training with the client.', 'Monitoring the performance of the live website.']",3 To 10 Years,"['PHP', 'Software Development', 'WordPress', 'developer', 'jQuery', 'Development', 'Information Technology (IT)']"
131,Devops Engineer,Aqarmap.com,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['BSc in Computer Science, Engineering or relevant field', 'Minimum 1 year of Work experience as a DevOps Engineer.', 'Strong experience in (K8s,Docker,Varnish,Amazon Web Services, Jenkins, Terraform).', 'Good knowledge of Ruby, REDIS, RabbitMQ or MongoDB.', 'Working knowledge of databases and SQL.', 'Problem-solving attitude.', 'Team spirit.']","['Implement integrations.', 'Deploy updates and fixes.', 'Provide Level 2 technical support.', 'Build tools to reduce occurrences of errors and improve customer experience.', 'Develop software to integrate with internal back-end systems.', 'Perform root cause analysis for production errors.', 'Investigate and resolve technical issues.', 'Develop scripts to automate visualization.', 'Design procedures for system troubleshooting and maintenance.']",1 To 3 Years,"['Startup', 'Software Engineering', 'Engineering', 'Software Development', 'DevOps', 'AWS', 'Docker', 'Varnish', 'Shell Script', 'Go Language', 'Nginx', 'RabbitMQ', 'MongoDB', 'Redis', 'Information Technology (IT)', 'Computer Science', 'K8s', 'Telecom Engineering']"
132,Full Stack Web Developer,IQRA Network,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['experience building back-end services in Node.js, front-end in Angular, and databases in PostgreSQL or any other relational database experience.', 'Must have knowledge of cloud platforms (AWS, Azure, Google cloud).', 'Familiar with a majority of the following technologies ( Node JS, Angular, Nest JS, HTML 5, Google App Scripts, Firebase, JavaScript, jQuery, CSS, and GIT ).', ""Knowledge of how to integrate third-party API's"", 'Knowledge of how to incorporate different data sources and databases and how to deliver optimal output to different client platforms (mobile vs desktop).', 'Understanding of automated unit test and testing platforms and how to implement and integrate them.', 'Proficient in C# with a good knowledge of its ecosystems', 'Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) ', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field', 'UI/UX design is extra']","['Create and maintain server-side application logic.', 'Write high quality, readable and testable code.', 'Design and optimize applications for high performance, high availability, and low latency.\nWork on security and data protection.', 'Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']",2 To 5 Years,"['Computer Science', 'Full Stack', 'HTML', 'Information Technology (IT)', 'Java', 'JavaScript', 'jQuery', 'CSS', 'MySQL', 'React', 'Software Development', 'Angular', 'Git']"
133,Senior Flutter Developer-Part Time,RDI,"Dokki, Giza",Part Time,Experienced (Non-Manager),"['Native Android and IOS: To build custom Flutter Packages.', 'Flutter: To build cross platform mobile apps for Android, IOS and Web. This should include from making responsive UIs to efficiently query data and also manage states in an optimized manner.', 'Firebase: Should have experience with Cloud Firestore, Push Notifications, Cloud Functions and Analytics.', 'Git: To manage and collaborate in different projects with the rest of the team.', '3+ years of experience working with mobile development', '1-2 years experience in Flutter Development', 'Must show your previous work.', 'Experience in Flutter Development .', 'Published  at least 3 apps with flutter ', 'Published at least 1 app with android and ios is a bonus.', 'Have experience with Flutter for both iOS and Android.', 'Familiarity with RESTful APIs', 'Excellent in Design pattern and architecture pattern . ', 'Knowledge of modern authorization mechanisms.']","['Create well designed, testable, efficient code', 'Participate in all phases of the development life-cycle', 'Assist in the preparation and production of releases of software components', 'Ensure designs are in compliance with specifications', 'Independently craft project solutions by applying solid Object-Oriented-Design principles.', 'Ensure the performance, quality, and responsiveness of applications.', 'Develop customer specific solutions and extend our own track & trace software Products', 'Follow established development best practices, unit test conventions and teams coding style', 'Follow the best practices while developing the app and also keeping everything structured and well documented.', 'Use CI/CD for smooth deployment.', 'Document the project and code efficiently.', 'Manage the code and project on Git in order to keep in sync with other team members and managers.', 'Communicate with the Project Manager regarding status of projects and suggest appropriate deadlines for new functionalities.', 'Ensure security guidelines are always followed while developing the app.', 'Validate the cloud system to ensure any new changes do not compromise security of the backend server.', 'Connect regularly with the Quality Assurance Specialist to deliver a stable app.', 'Resolve all the bugs reported by the Quality Assurance Specialist in a timely manner.', 'Perform time profiling and memory leaks assessment.', 'Execute app verification protocol.', 'Write tests for the App.', 'Following company policies and quality procedures to ensure quality product deliverables.']",More Than 3 Years,"['Flutter', 'Android', 'iOS', 'Flutter Development', 'RESTful', 'mobile development', 'Git', 'Native']"
134,Nopcommerce web application support,Sky Distribution,"Sheikh Zayed, Giza",Full Time,Experienced (Non-Manager),"['Excellent Planning & Organizing Skills.', 'Strong organizational and time management skills', 'Excellent problem-solving and troubleshooting skills.', 'Strong communication and interpersonal skills.', 'Ability to work independently and as part of a team.', 'Proven knowledge of Ecommerce business domain is a must (Nop-commerce experience is preferred. ', 'Nopcommerce (Web& Mobile).', 'Sales Buzz (SFA) sales force automation (Web& Mobile).', 'Microsoft Dynamics AX 2012.', 'RMS, Ax Retail 2012.', 'MSSQL Server 2008, 2012, 2014, 2016, 2019.', 'MS Power BI.', 'CRM.', 'Ticketing Management System.']","['Providing technical support for Nop-Commerce to business back-office users and end customers via IT tickets and other communication channels.', 'Analyzing, classifying, and prioritizing tickets based on severity and impact.', 'Troubleshooting and resolving technical issues related to Nop-Commerce.', 'Collaborating with cross-functional & IT teams to resolve complex issues.', 'Record and track incidents, complaints or requests. Ensure that problem tickets raised in the right channel are clearly documented and articulated. ', 'Documenting issues and resolutions in a knowledge base for future reference.', 'Understanding the business areas to take the correct decision across opened tickets.', 'Participating in business testing for the new released features.', 'Training business users on the Nop-Commerce functionalities.', 'Recommending required features that solve repeated issues/tickets.', ""Providing excellent professional replies to users' questions either on the phone, ticketing system, or email."", 'Providing support to Users by providing analysis and resolution for routine operational application issues.', 'Providing the suitable solutions for any assigned application issue within the agreed-on SLA (service Level Agreement) and based on the criticality of the issue.', 'Ability of providing necessary application support relating to various applications, corporate solutions (Sales Force Automation, ERP, Retail, CRM, HRMS …etc.).', 'Monitoring the corporate applications to ensure service availability 24/7.']",2 To 5 Years,"['E-Commerce', 'Microsoft Applications', 'Application Support', 'SQL', 'Troubleshooting', 'ASP.Net', 'CRM', 'nop-commerce']"
135,Sales Engineer,MB for Engineering,"Giza, Egypt",Full Time,Experienced (Non-Manager),[],[],1 To 3 Years,"['Electrical Engineering', 'Electrical', 'Engineering', 'Low Voltage', 'Sales', 'Sales Engineering', 'Sales Target', 'UTP Cables']"
136,Senior .NET Developer,Ejada,"Assiut, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor’s degree in computer science or a relevant degree.', '3+ years of experience in web applications development by using ASP.NET', 'Can be a leader, technical architect, mentor and driver towards the right technology.', 'Strong understanding of OOP, Design Patterns and SOLID Principles.', 'Experience in .NET Framework, MVC model, LINQ and Web APIs is a must.', 'Experience in HTML, CSS, JavaScript and JQuery is a must.', 'Experience in React is a must.', 'Experience in relational database (MS SQL Server).', 'Experience with version controls like GIT or TFS.', 'Experience in SharePoint on-premises/Online is a big plus.', 'Experience in Power BI is a big plus.', 'Strong business communication and presentation skills', 'Aptitude in decision-making and working with numbers', 'Highly organized with strong multitasking skills', 'Good time management skills', 'Good problem solving skills', 'High attention to detail']","['Develop Applications using C#, .NET Framework, ASP.NET.', 'Build Web APIs, back-end software solutions, and web applications.', 'Communicate regularly and write clean code.', '·Revise, update, refactor and debug code.', 'Review, analyze and resolve application issues as they arise.', 'Collaborate with team members on the design and implementation of new platform functionalities.', 'Produce high-quality software on schedule and explore new software design and architecture.', 'Extend and optimize current software architecture.', 'Participate in design and code reviews regularly.', 'Evaluate and identify appropriate technology choices.', 'Play a key role in feature implementation and enhancement, code refactoring and defect fixing.']",3 To 5 Years,"['Computer Science', '.Net Framework', 'C#']"
137,Technical customer support,Concentrix + Webhelp,"New Cairo, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),[],"['Respond to customer queries in a timely and accurate way, via phone, email or chat', 'Identify customer needs and help customers use specific features', 'Analyze and report product malfunctions (for example, by testing different scenarios or impersonating users)', 'Update our internal databases with information about technical issues and useful discussions with customers', 'Monitor customer complaints on social media and reach out to provide assistance', 'Share feature requests and effective workarounds with team members', 'Inform customers about new features and functionalities', 'Follow up with customers to ensure their technical issues are resolved', 'Gather customer feedback and share with our Product, Sales and Marketing teams', 'Assist in training junior Customer Support Representatives']",Not Specified,"['Customer Care', 'Customer', 'Customer Support', 'English', 'Insurance', 'Medical Insurance', 'Transportation', 'overnightshifts']"
138,Junior Backend Developer,Travolic.LLc,"New Cairo, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),[],[],1 To 3 Years,"['API', 'Computer Science', 'JavaScript', 'Express.js', 'NestJS.', 'Node.js', 'RESTful APIs', 'MongoDB', 'NoSQL Database', 'Git']"
139,Senior Full Stack Developer (on-site),Union Coop,"Dokki, Giza",Full Time,Experienced (Non-Manager),"['A minimum of 4 years of experience in full-stack development.', 'Strong expertise in .NET Framework, .NET Core, ASP.NET Core, Entity Framework, SQL Server, RESTful APIs, DevExpress Libraries, HTML, CSS, Bootstrap, and JavaScript, Angular, or TypeScript.', 'Proven experience in designing and implementing scalable and efficient software solutions.', 'Strong problem-solving skills and the ability to troubleshoot and debug software issues.', 'Excellent verbal and written communication skills.', ""Bachelor's degree in Computer Science, Engineering, or a related field is preferred."", 'Salary in EGP but is based on AED monthly conversion rate', '30 days annual leaves balance', 'Medical insurance']","['Design, develop, and maintain software applications using .NET Framework, .NET Core, and ASP.NET Core.', 'Work with cross-functional teams to identify, design, and implement software solutions that meet customer requirements.', 'Develop and maintain database structures using SQL Server and Entity Framework.', 'Create RESTful APIs to enable seamless communication between front-end and back-end systems.', 'Use DevExpress Libraries to design and implement user-friendly interfaces.', 'Write clean, efficient, and well-documented code in HTML, CSS, Bootstrap, JavaScript, Angular or TypeScript, ', 'Ensure that all software solutions are scalable, secure, and optimized for performance.', 'Troubleshoot and debug software issues as they arise.', 'Stay up-to-date with emerging trends and technologies in software development.']",More Than 4 Years,"['.Net', 'Angular', 'ASP.Net', 'CSS', 'HTML', 'Software', 'Software Development', 'JavaScript']"
140,Laravel and Vue.js Developer with API Integration Experience,SellEnvo,"Rotterdam, Netherlands",Full Time,Experienced (Non-Manager),[],[],More Than 2 Years,"['PHP 5', 'Laravel Framework', 'Vue.js', 'API', 'Continues Integration (CI)', 'DevOps']"
141,Full-Stack .NET Web Developer,Nahr Development,"Mokattam, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['Proven experience as a Full Stack Developer or similar role', 'Experience developing Web Applications and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#,  Python) and JavaScript frameworks (e.g. Angular, React, Node.js, VueJS)', 'Familiarity with databases (e.g. MSQL, Oracle), web servers (e.g. IIS), and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics, or a relevant field']","['Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']",6 To 10 Years,"['Information Technology (IT)', 'ASP.NET', '.NET', 'C#', 'Microsoft SQL Server', 'ADO.NET', 'JavaScript', 'MVC', 'Full Stack Development', 'Web Development', 'Telecommunication', 'Computer Science', 'Ionic', 'JSON', 'AJAX', 'jQuery', 'SQL', 'CSS', 'HTML5', 'Angular', 'Python']"
142,Senior Flutter Developer,Edentech,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['5+ years of experience working with mobile development.', 'Must show your previous work.', 'Deployed at least 1 apps', 'Have experience with Flutter for both iOS and Android.', 'Familiarity with RESTful APIs', 'Knowledge of modern authorization mechanisms, such as JSON Web Token (JWT).', 'Ability to understand business requirements and translate them into technical requirements.', 'Flux, Redux, and Rxjs is Preferred', 'Know how to deal with different screen sizes.', 'Experience with version control Git', 'Good communication skills.', 'Team worker.', 'Very comfortable learning new technologies, tools, and platforms.', 'Highly motivated.', 'Initiative and passionate.']","['We are looking for a Flutter developer responsible for the development and maintenance of applications aimed towards Android and iOS, including mobile phones and tablets. Your primary focus will be the development of such applications and their integration with back-end services. You will be working alongside other engineers and developers working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and creating quality products is essential.', 'Design, build and document average to complex software systems (Domain Model, Architecture, UML diagrams).', 'Independently craft project solutions by applying solid Object-Oriented-Design principles.', 'Ensure the performance, quality, and responsiveness of applications.', 'Reporting to the Project Manager and the Technical Director.']",5 To 7 Years,"['Computer Science', 'flutter', 'Information Technology (IT)', 'Mobile Development', 'Software Development', 'iOS', 'JSON', 'RESTful', 'Redux']"
143,Full Stack Developer,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field']",[],2 To 5 Years,"['Java', 'Information Technology (IT)', 'CSS', 'ASP.Net Web API', 'Web Development', 'iis', 'HTML', 'Full Stack', 'ASP.Net', 'ORM', 'jQuery', 'SQL Server', 'Microsoft SQL Server']"
144,Hybris backend Developer,Efada Technology,"Zamalek, Cairo",Full Time,Experienced (Non-Manager),"['Degree in Computer Science or related field.', 'Must have 5+ years of experience developing complex information systems for large enterprise IT environments', 'Delivery lead/project leadership experience in managing multiple Hybris Commerce, CPQ/SSC full life cycle implementations', 'Proficient in Hybris E-Commerce suite – Data modeling, Back-office customization, CronJobs, WCMS, Impex import/Export, validations, and interceptors', 'Experience in SAP and Hybris integration using DataHub, web services, SAP JCo', 'Experience in SOLR – Configuration, creating Index, writing custom Value Providers', 'Experience in developing new Extensions on Hybris to support different e-commerce functionalities', 'Experience in creating UIs using HTML/CSS/JavaScript/jQuery', 'Proficient in writing optimized SQL/Flexible Search queries', 'Proficient in Hybris Task management, personalization, and security concepts for B2B and B2C business scenarios.', 'Strong verbal and written communication skills; demonstrated influencing skills, high level of technical and team leadership skills', 'Understanding of Github, Docker, and Monitoring Tools such as NewRelic, Dynatrace, SAP Wily Introscope, Kafka, CI-CD']","['Designing Enterprise Solutions using Java, JEE, Spring Boot, and related Java Technology stack', 'Design and subsequently develop various Commerce features such as selection of services, configuration, solution building, pricing, UX design, purchase, customer registration, product catalog, shopping cart and checkout flow, personalization, payment solution, WCMS, and Product Information Management', 'Participate in the software design, development, and implementation of Hybris applications with integration to various modules of SAP', 'Develop Digital Consumer experiences based on a foundation of hybris.', 'Develop and deliver proof-of-concept demonstrations, including for integration between Hybris and SAP', 'Setup and maintain Hybris development environments', 'Setup and maintain Hybris Datahub', 'Develop and deploy custom CMS components', 'Support hybris application-related production issues', 'Developer Hybris end-to-end solution implementation and related integrations', 'Define and follow best practices to manage the performance and scalability of the Hybris solution', 'Design and code from specifications, analyzes, evaluates, tests, debugs, and documents', 'Ensuring the code developed is of the highest quality with scalability and performance in mind', 'Mentor junior resources on the team, take the role of lead developer on projects', 'Work with Project Manager to define and create a Hybris implementation project plan while identifying clear dependencies and a delivery plan', ""Experienced collaborating with multiple IT service providers and solution integrators' preferred""]",5 To 8 Years,"['SAP Hybris', 'Hybris', 'E-Commerce']"
145,Next JS developer,Sceel.io,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],1 To 3 Years,"['Computer Science', 'Design', 'HTML', 'HTML5', 'Information Technology (IT)', 'JavaScript', 'Software Development', 'Js', 'UI', 'UI/UX', 'Ui/ux Design', 'UX', 'next.js']"
146,Drupal Developer,WSC,"Giza, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science, computer programming, software engineering, or a related technical field;', 'Three year of experience in developing eCommerce websites, creating passion projects, or other means of developing expertise and familiarity with Drupal 8, HTML5, CSS, or other forms of web-based and Drupal development.', 'Familiarity with building and managing a content management system (CMS) including managing regular site updates and back-end upgrades.', 'Implement all agreed resources to provide a responsive and visually appealing website and easy-to-use interface.', 'Strong troubleshooting and analytical skills', 'Keen attention for detail', 'Clear and concise communication skills—both written and verbal', 'Excellent time and project management skills']","['Develop wireframes and core site structure using Drupal', 'Adjust site parameters as needed', 'Provide high-speed and reliable site assets', 'Offer best practices for site hosting and maintenance', 'Deliver a simple template for posting blog and video content', 'Manage all uploaded media under compliance requirements', 'Develop a community section for the business’s community to interact in', 'Offer feedback regarding development processes', 'Work with other development team members to ensure at least 99% site uptime', 'Troubleshoot any site-loading delays, UI/UX bugs, and other errors or issues as they arise', 'Implement site changes and technical team feedback as it is finalized into deliverables']",4 To 8 Years,"['Drupal', 'DRUPAl 8', 'Software']"
147,Senior Accountant,Life Farm,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),[],[],4 To 10 Years,"['Accounting', 'Finance', 'Accounts Payable', 'AP', 'Commerce', 'English', 'Financial Analysis', 'Auditing']"
148,Senior Full Stack developer (.Net & Angular),GS,GEO Solutions,Full Time,Experienced (Non-Manager),"['Design, develop,troubleshoot, debug, implement, and unit test software productsand solutions in accordance with established standards.', 'Get engaged with businessstakeholders in initialstages to understand and identify business requirements scope efficiently.', 'Contribute with technical deliverymanager in the required verification and analysis stages.', 'Contribute with technical deliverymanager in technical design and functional specification reviews.', 'Participate in code reviewsto ensure adherence to coding standards.', 'Collaborate with other softwaredevelopers, business analysts, and software architects to plan, design,develop, test, and maintain businessapplications.', 'Expertise in both Back-End and Front-End Development for web-based applications.', 'Proficiency in C# for back-end development.', 'Experience in developing ASP.NET Web forms, and MVC applications.', 'Proficient knowledge of MSSQL As primary data storage.', 'Experience in building applications using diﬀerent .NET frameworks such as 4.5+,Core, .Net 6.0, 7.0.', 'Very good experience in Web API (ASP.NET Core),OOP, and Design patterns.', 'Experience in delivering well-tested applications using unit tests.', 'Understanding of HTML5, JS, jQuery, and CSS.', 'Experience in the client-side framework Angular', 'Good communication skills.', 'Experience in Scrum based projects.', 'Understanding of Software Development Lifecycle.', 'Experience in Microsoft Azure', 'Familiar with SharePoint O365 & on-premises', 'Preferable work previously in governmental sectorsuch as building e-learning apps.', 'Understanding of CI/CD to contribute to DevOps part.', 'Computer Science.', 'Information Systems.', 'Computer/ Electrical/ Communication Engineering.']","['Design, build, and maintain efficient, reusable, and reliable web-based applications.']",4 To 6 Years,"['.Net', 'ASP.Net', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'JavaScript', 'Software Development', 'Software']"
149,SAP FICO Consultant,Nahdet Misr Publishing Group,"Mohandessin, Giza",Full Time,Experienced (Non-Manager),"['1-2 years of experience', 'Good understanding of other area (MM,SD,PM,PP and PS) Integration with FICO module.', 'Graduated from faculty of commerce (back ground accounting, finance) is must.', 'Good experience in SAP product costing and analysis production variance', 'Good Knowledge of Fund management.', 'SAP FICO Certified (preferable)', 'Ability to analyze business needs and understand business process.']","['Analyze the current processes, configure new business scenarios in FICO module, training of key / end users and create documentation cycle to facilitate the business workflow.', 'Provide technical support to Finance department regarding the FICO module.', 'Receive requests from the finance department to create new business case and study the best practice to achieve the business development strategies illustrating the integration impact on the current solution.', 'Conduct GAP analysis between the business requirements and the system availability to ensure the possibility of the implementation']",1 To 2 Years,"['SAP', 'Information Technology (IT)', 'FICO', 'FI', 'Computer Science', 'Costing', 'Management', 'Accounting', 'English', 'Commerce', 'Finance', 'SAP FICO', 'Mm', 'ABAP', 'SD']"
150,App and Web developer,MFG,"Katameya, Cairo",Full Time,Experienced (Non-Manager),"['● Proven working experience in web programming', '● Top-notch programming skills and in-depth knowledge of modern HTML/CSS', '● Familiarity with at least one of the following programming languages: PHP, ASP.NET, Javascript or Ruby on Rails', '● A solid understanding of how web applications work including security, session management, and best development practices', '● Adequate knowledge of relational database systems, Object Oriented Programming and web application development', '● Hands-on experience with network diagnostics, network analytics tools', '● Basic knowledge of Search Engine Optimization process', '● Aggressive problem diagnosis and creative problem solving skills', '● Strong organizational skills to juggle multiple tasks within the constraints of  timelines and budgets with business acumen', '● Ability to work and thrive in a fast-paced environment, learn rapidly and master diverse web technologies and techniques.', '● BS in computer science or a related field']","['● Write well designed, testable, efficient code by using best software development practices', '● Create website layout/user interface by using standard HTML/CSS practices', '● Integrate data from various back-end services and databases', '● Gather and refine specifications and requirements based on technical needs', '● Create and maintain software documentation', '● Be responsible for maintaining, expanding, and scaling our site', '● Stay plugged into emerging technologies/industry trends and apply them into operations and activities', '● Cooperate with web designers to match visual design intent']",More Than 2 Years,"['Computer Science', 'Data Entry', 'Development', 'Programming', 'Software Engineering']"
151,Flutter developer,CyberX,"Cairo, Egypt",Full Time,Experienced (Non-Manager),[],"['Design and build advanced applications for our platforms.', 'Collaborate with cross-functional teams to define, design, and ship new features.', 'Work with outside data sources and APIs', 'Unit-test code for robustness, including edge cases, usability, and general reliability', 'Work on bug fixing and improving application performance', 'Continuously discover, evaluate, and implement new technologies to maximize development efficiency']",More Than 3 Years,"['flutter', 'Git', 'Widget development', 'APIs', 'Dart Programming', 'UI/UX', 'Mobile App Development']"
