,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
10,Senior Cloud Infrastructure Manager,Ejada,"Cairo, Egypt",Full Time,Manager,"['Bachelor’s degree in Computer Sciences or IT or relevant field.', 'Proven experience of 8 to 10+ years in Cloud including experience in cloud implementations and design architecture.', 'Relevant expertise in virtualization and container technologies, service-based architectures, software-defined networking and virtualized communications infrastructure components.', 'Through Knowledge of cloud infra, network, users’ identity, and security components.', 'Management of Cloud Operations & Key Performance Metrics.', 'Understanding of systems layers, bottlenecks and Architecture.', 'Systems maintenance, problem solving and Troubleshooting.', 'Cloud Automation tools & provisioning Scripting.', 'Security vulnerability assessments, security risk assessments, local and site recovery assessments, processes, and mitigation measures.', 'Extensive knowledge of IT procedures and available technology solutions including support models.', 'Professional certifications in Cloud, Cloud Security and/ or similar credentials.', 'Ability to meet strict deadlines.', 'Strong communication skills and ability to work collaboratively with different stakeholders.', 'Excellent brainstorming abilities.', 'Experience in IBM Cloud and IBM Satellite', 'Experience in OpenShift and Kubernetes administration', 'Experience in PostgreSQL administration', 'Experience in Linux and Windows server administration', 'Experience in cloud administration like Azure, OCI, IBM, AWS, etc.', 'Experience in VMware virtualization and VMware tools administration', 'Experience in Disaster Recovery and Business Continuity', 'Working knowledge of networking, storage, and security administration from cloud perspective.', 'Experience in Terraform and PowerShell scripting (Optional)', 'Experience in Oracle databases administration (Optional)', 'Experience in stress testing tools like JMeter and SoapUI (Optional)', 'Experience in DevSecOps tools like Jenkins and Azure DevOps (Optional)']",[],8 To 10 Years,"['AWS', 'Cloud', 'Azure', 'Infrastructure', 'Management', 'IBM Cloud', 'OpenShift', 'PostgreSQL', 'Vmware', 'vmware virtualization', 'Disaster Recovery']"
11,MLOps Engineer - LLM & GenAI,Antal International,Egypt,Full Time,Not Specified,[],"['Degree in Information Technology, Computer Science, Artificial Intelligence or similar fields.', 'Minimum 5 years of experience in design, development, and production-grade deployment of AI, ML, and/or NLP applications focussing on unstructured data or multi-modal data.', 'Experience with cloud-native AI services offered by AWS (preferred) and/or Azure.', 'Experience with LLM application development frameworks such as Langchain, LlamaIndex, Haystack, or Semantic Kernel is highly desired.', 'Experience with good API design practices, containerization, microservices, and deployment with container orchestration services such as AWS ECS or Kubernetes is a must.', 'Experience with version control (git), automated testing, continuous integration, and deployment.', 'Experience with open-source or proprietary vector databases such as FAISS, Quadrant, or Pinecone is important.', 'Experience with MLOps or FMOps frameworks and hands-on experience with deployment and life cycle management of AI/ML/NLP models is ideal.', 'Experience with advanced prompt engineering techniques e.g., ReAct, Chain-of-Thought, etc is a plus.', 'Experience with popular libraries for Transformers such as HuggingFace, SparkNLP.']",Not Specified,"['ai', 'artificial intelligence', 'azure', 'c#', 'cloud', 'computer science', 'deployment', 'engineering']"
12,"Senior Technical Consulting Specialist Cloud and Infra ""Azure""",Alnafitha,"Cairo, Egypt",Full Time,Experienced (Non-Manager),['From 3 to 6 years of experience in the same position'],"['Azure native networking and platform services experience and knowledge of large and complex global cloud foundation and infrastructure', 'Azure IaaS and PaaS – Azure VMs, DNS, Azure Load Balancer, Application Gateway, Azure DDoS, AKS, Databricks, Azure SQL DB, Azure Storage, ADLS, Synapse, FrontDoor, Traffic Manager\nAzure security – NSG, ASG, security policies, role based access management', 'Azure HA and DR – ASR, regions, Availability Zone, Availability Set, Scale Set, PPG', 'Windows and Linux OS platforms', 'Architecture design and engineering practices, technology standards and patterns', 'Scope, plan, design and implement complex infrastructure solutions']",3 To 6 Years,"['AZURE DATABRICKS', 'Cloud Infrastructure', 'Azure DevOps Server', 'azure network', 'SQL Azure']"
13,Oracle Developer & Oracle Cloud Integration (OCI),Confidential Company,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Experience with Oracle Fusion Cloud: Proficiency in Oracle Fusion Cloud ERP system, including knowledge of its modules, functionality, and underlying architecture.', 'Integration Development Expertise: Strong experience in designing, developing, and implementing integrations between Oracle Fusion Cloud and other systems.', 'Data Conversion and Migration: Solid understanding of data migration principles and hands-on experience in performing data conversions from legacy systems to Oracle Fusion Cloud ERP.', 'Reporting and Analytics: Strong skills in designing and developing reports and dashboards using tools like Oracle BI Publisher, OTBI, or other reporting tools within the Oracle Fusion Cloud environment.', 'Oracle Certifications: Holding relevant Oracle certifications such as Oracle Cloud Infrastructure (OCI), Oracle Integration Cloud Service (ICS), or Oracle SOA Suite.', 'Problem-solving and Troubleshooting: Ability to analyze complex integration issues, troubleshoot problems, and provide effective solutions in a timely manner.']","['Overseeing and providing support for Oracle Integration Cloud (OIC) implementation and integration of multiple business applications.', 'Developing Oracle Integration Cloud (OIC) integrations for Oracle products implementation.', 'Oracle Integration Tools ( FBDI & ADFdi & SOAP Web Services & REST APIs).', 'Oracle Cloud Infrastructure (OCI), Oracle Integration Cloud Service (ICS), or Oracle SOA Suite.', 'Experienced in Oracle APEX and VBCS', 'Serving as the subject matter expert (SME) for resolving technical issues.', 'Collaborating with the technical and functional teams to define integration business rules and mapping for Oracle products applications.', 'Ensuring effective design, build, deployment, documentation, and maintenance of interfaces within the Oracle products.', 'Analyzing, designing, coding, debugging, testing, and modifying software or enhancements, taking into consideration existing software capabilities.', 'Participating in the strategic design, construction, and implementation of solutions in Oracle products, collaborating with partners across the enterprise.', 'Creating comprehensive documentation, including business process documents, process flows, policies and procedures, strategies, etc., and demonstrating the ability to troubleshoot and resolve complex problems.']",3 To 10 Years,"['Oracle', 'Cloud', 'ERP', 'Information Technology (IT)', 'Integration', 'Computer Science', 'Software Development']"
14,Software Engineer (Spring Boot),EGITRADE,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Design, develop, and deploy high-performance and scalable backend solutions using Spring Boot.', 'Utilize your expertise in NoSQL databases and GraphQL to optimize data storage, retrieval, and API interactions.', 'Implement and manage containerized applications in a Kubernetes environment.', 'Collaborate with cross-functional teams to define and implement new features and functionalities.', 'Troubleshoot and debug issues to ensure optimal performance and reliability.', 'Stay updated on the latest trends and best practices in Spring Boot, NoSQL, GraphQL, and Kubernetes.', 'Mentor and provide guidance to junior developers.', ""Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience)."", 'Proven experience as a Spring Boot Developer with expertise in NoSQL databases and GraphQL.', 'Strong knowledge of Kubernetes and container orchestration.', 'Experience with RESTful and GraphQL API development.', 'Familiarity with microservices architecture.', 'Proficient understanding of code versioning tools, such as Git.', 'Excellent problem-solving skills and attention to detail.', 'Strong communication and teamwork skills.', 'Ability to thrive in a fast-paced, collaborative environment.', 'Experience with observability and Tracing stacks such as ELK, Prometheus, Grafana is a plus.']",[],More Than 2 Years,"['Spring Boot', 'Java', 'Software Engineering', 'Cloud Computing', 'Kubernetes']"
15,Associate / Junior System Engineer,Target Integrated Systems,"Maadi, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['Basic understanding and exposure to messaging and exchange systems, particularly Microsoft Exchange Server.', 'Familiarity with email delivery systems, SMTP, IMAP, and POP protocols.', 'Some experience in configuring, administering, and troubleshooting messaging platforms and related technologies.', 'Awareness of email security practices and basic knowledge of anti-spam and antivirus solutions.', 'Exposure or willingness to learn about cloud-based email solutions like Microsoft Office 365 or Google Workspace.', 'Interest in email archiving and compliance regulations.', 'A university degree is a requirement.', 'A degree or currently pursuing a qualification in an IT-related field.', 'No mandatory certifications but a willingness to obtain relevant certifications such as:\nMicrosoft Certified: Messaging Administrator Associate.\nCertifications related to messaging and exchange systems and Microsoft Office 365.Language:', 'Microsoft Certified: Messaging Administrator Associate.', 'Certifications related to messaging and exchange systems and Microsoft Office 365.Language:', 'English | Excellent writing and speaking.', 'Eagerness to learn and grow in a technical role.', 'Basic documentation and reporting skills.', 'Willingness to adhere to company policies and procedures.', 'Ability to work collaboratively in a team-based environment.', 'Capacity to handle multiple tasks and a willingness to learn to maintain attention to detail.', 'Adaptability and a positive attitude to work efficiently while learning under pressure.', 'Basic proficiency in English and Arabic languages, both verbal and written.', 'Developing analytical skills to identify and solve technical issues.']","['Support in the management and maintenance of messaging and exchange systems.', 'Assist in implementing and maintaining email security measures to protect against threats and vulnerabilities.', 'Help troubleshoot and resolve basic issues related to email delivery, connectivity, and performance.', 'Collaborate with teams to learn and contribute to the planning, implementation, and upgrades of messaging infrastructure.', 'Learn and ensure compliance with industry standards and regulations concerning messaging systems.', 'Provide basic technical support and guidance to end-users on email-related queries and issues.', 'Participate in monitoring system performance and learning to address potential concerns.']",1 To 2 Years,"['Computer Science', 'Engineering', 'Cloud', 'Information Technology (IT)', 'Software Engineering', 'IT', 'Systems', 'Troubleshooting']"
16,Senior Presales Engineer,Link Datacenter,"Giza, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in engineering or equivalent.', 'Accumulated 2 or more years of relevant experience.', 'Prior experience in writing RFPs, specifically for outsourcing personnel to vendors.', 'Possess an in-depth understanding of Cloud solutions.', 'Profound knowledge of various cloud solutions, including but not limited to MS Azure, AWS, OCI, or VMware Cloud Director.', 'Hold certifications such as Azure Fundamentals (az-900), AWS Cloud Practitioner (CLF-C01/ CLF-C02), and VMware Cloud Foundation.', 'Familiarity with Backup Solutions, Firewalls, and other security solutions.', 'Demonstrated experience in preparing both technical and financial proposals.', 'Showcase strong presentation skills.', 'Ability to effectively manage multiple tasks concurrently while meeting tight deadlines.', 'Fluency in written English is a prerequisite.\n\n\nNice to Have \nProven experience in PaaS solutions.', 'Hold the Azure Administrator certification (az-104).', 'Possess certifications in VMware, including VCP-DCV and VMware Cloud Director.', 'Certified as an AWS Solutions Architect (SAA-C02/ SAA-C03).', 'Thorough understanding of managed solution areas.', 'Familiarity with SOC services areas.', 'Proficient knowledge of microservices architecture', 'Demonstrated expertise in Disaster Recovery (DR) solutions.']","['Support the sales team in engaging with both existing and potential customers.', 'Thoroughly grasp the unique business and technical requirements of new and existing customers, delivering tailored solutions and services to address their specific needs.', 'Define the precise scope of the technical solution necessary to fulfill customer requirements.', 'Provide clear and insightful guidance to our customers throughout the engagement.', 'Expertly address any technical queries posed by the customer.', ""Collaborate seamlessly with the technical team to meticulously craft a solution aligned with the customer's specifications."", 'Act as the central liaison between the sales team, technical teams, and our valued customers.', 'Develop compelling technical and financial proposals that precisely align with customer requirements.', 'Articulate and clarify the proposed solution to both the sales team and the customer with precision.', 'Create and deliver impactful presentations to customers or contribute to educating the sales team for outreach to new customers.', 'Stay at the forefront of emerging technologies, ensuring a comprehensive understanding of industry trends and cutting-edge solutions.', 'Exhibit a high level of proficiency in managing multiple tasks concurrently and consistently meeting stringent deadlines.']",2 To 3 Years,"['Computer Science', 'Cloud', 'Engineering', 'Vmware', 'technical', 'AWS', 'Azure', 'English', 'Information Technology (IT)', 'Microservices', 'Security', 'Software Development']"
17,IT Systems Administrator,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['BS/MS degree in Computer Science, Engineering or a related subject', 'Solid experience in the administration and performance tuning of application stacks (e.g.,Tomcat, JBoss, Apache, Ruby, NGINX)', 'Solid Cloud experience, preferably in AWS', 'Experience with monitoring systems', 'excellent command in english language', 'Solid networking knowledge (OSI network layers, TCP/IP)']","['Responsible for the maintenance, configuration, and reliable operation of Network, computer systems, network servers, and virtualization', 'Providing online and onsite support for business users to end users', 'planning and implementing new or upgrades of IT infrastructure and providing training.', 'IT procurement: dealing with IT vendors, IT suppliers, contractors for hardware/software procurement, and ISPs.', 'Managing Internet lines, WiMAX lines, and telephone lines with ISP.', 'Monitoring, configuring, and fine-tuning firewall, VPN, content filtering based on business requirement and SD-Wan Traffic.', 'Managing and Configuring IP phone system, Call center, VOIP Gateways and IP phones', 'Ensure security through firewalls and Kaspersky endpoint security Server.', 'Responsible for IT Infrastructure including VMWare Servers, Domain Servers, DHCP Servers, Fileservers, Backup Servers, MIS Servers', 'Install and upgrade computer components and software, manage virtual servers', 'Troubleshoot system and network problems, as well as diagnosing and solving hardware or software faults.', 'Perform regular backup operations and implement appropriate processes for data protection, disaster recovery, and failover procedures \uf0b7 Responsible for capacity, storage planning, and database performance \uf0b7 Infrastructure and asset management', 'Strong technical troubleshooting and problem-solving skills', 'Excellent communication and customer service skills, with the ability to effectively communicate with technical and non-technical stakeholders', 'Experience with cloud-based systems such as AWS and Azure is a plus', ""Bachelor's degree or higher in Computer Science, Information Technology or a related field."", 'Ability to work independently as well as in a team environment', 'Experience with IT security, backup, and disaster recovery is a plus', 'Knowledge of scripting languages like Python, Bash, and PowerShell is a plus.']",4 To 6 Years,"['Information Technology (IT)', 'Administration', 'Computer Engineering', 'Engineering', 'IP', 'network', 'Networking', 'Computer Science', 'English', 'computer', 'Cloud', 'Apache']"
18,IT System Admin,EGYGAB Developments,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science or equivalent.', 'MCSE: Core Infrastructure (Must)', 'MCSE: Messaging (Preferred)', 'Experience in the following technology:  (Microsoft: Active Directory, Microsoft Exchange)', 'Experience on Microsoft Exchange 2010/2013 server, Mail Flow, Exchange Online, Client connectivity (On-prem and cloud), Device management, Load balancing.', 'Knowledge in Microsoft Server features (DFS – WSUS –  CA – IIS).', 'Knowledge in Virtualization (Microsoft Hyper-V, VMWare).']","['Management and Administration of AD, DNS, Site Replication, Exchange online and on premises.', 'Server Administration Windows, Linux, ADDS, File Server and DFS ', 'Good knowledge in Backup (Veeam)', 'Perform Backups & Restoration Process of Server, Databases, VMs & client Operating system.', 'Monitor Server Disk space, CPU Utilization & Memory Utilization', 'Administration of Office 365 console, Microsoft Intune, Azure Active Directory, Hybrid AD, Enterprise applications', 'Good Administration knowledge of AWS Public Cloud, Azure', 'Creation & deletion of email address, mailboxes, shared IDs', 'Knowledge of PowerShell scripts and automation skills.', 'Daily Health Check of all Servers, Blade Chase, disk storages and HMCs.', 'Manag and configuring Kaspersky admin center.', 'Managing and configuring MS office 365 tenant', 'Create SharePoint sites and upload all file server data to sites by Microsoft migration tool', 'Good understanding knowledge of Network Access control, VLAN, Network segmentations ', 'Good Understanding knowledge of Fortinet Firewalls, software updates, SD WAN, and centralized management in Forti Manager.', 'Administrating, Maintaining & monitoring all Physical and Virtual Windows Servers, their event Logs, Disk space, CPU Utilization & Memory Utilization. ', 'Patch Management of all Servers and Workstation using Manage Engine, Manual patching and SCCM or WUS services.', 'Good understanding knowledge of Data classification and Data protections, Privacy controls, and Data leakage prevention product skills.', 'Follow Change Management procedure and documentation preparations.', 'Provide extended support to IT & SW Support team.', 'Manage Data Centre Environment and all devices like UPS, Generator, Cooling device, Environment monitoring system, Access controls.', 'Weekly and Monthly call reports to management.', 'Performs other duties as required.']",3 To 6 Years,"['computer', 'Cloud', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Hyper-V', 'Management', 'MCSE', 'Microsoft Exchange', 'System Administration', 'Vmware', 'Active Directory']"
19,System Admin,National Technology,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),[],[],1 To 3 Years,"['Information Technology (IT)', 'Computer Science', 'Software', 'System Admin', 'Linux', 'Cisco', 'Cloud', 'Communication', 'Communication skills', 'computer', 'Engineering', 'Management', 'System Administration']"
20,Java Developer,EGITRADE,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Design, develop, and deploy high-performance and scalable backend solutions using Spring Boot.', 'Utilize your expertise in NoSQL databases and GraphQL to optimize data storage, retrieval, and API interactions.', 'Implement and manage containerized applications in a Kubernetes environment.', 'Collaborate with cross-functional teams to define and implement new features and functionalities.', 'Troubleshoot and debug issues to ensure optimal performance and reliability.', 'Stay updated on the latest trends and best practices in Spring Boot, NoSQL, GraphQL, and Kubernetes.', 'Mentor and provide guidance to junior developers.', ""Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience)."", 'Proven experience as a Spring Boot Developer with expertise in NoSQL databases and GraphQL.', 'Strong knowledge of Kubernetes and container orchestration.', 'Experience with RESTful and GraphQL API development.', 'Familiarity with microservices architecture.', 'Proficient understanding of code versioning tools, such as Git.', 'Excellent problem-solving skills and attention to detail.', 'Strong communication and teamwork skills.', 'Ability to thrive in a fast-paced, collaborative environment.', 'Experience with observability and Tracing stacks such as ELK, Prometheus, Grafana is a plus.']",[],More Than 2 Years,"['Spring Boot', 'Java', 'Software Engineering', 'Cloud Computing', 'Kubernetes']"
21,Python Developer,ESLSCA University,"Giza, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor Degree in Computer Science, Computer Engineering or any relevant field.', 'Four to Six years of experience as Python Developer.', 'Experience in Educational Institutes is preferred.', 'Familiarity with agile development methodologies.', 'Accuracy and attention to details', 'Very Good Communication Skills', 'Excellent Problem Solving Skills', 'Excellent Analytical Skills', 'Excellent level of English Language.', 'Solid understanding of software development principles and best practices.', 'Proficient in Python and its popular frameworks (e.g., Django).', 'Familiarity with front-end technologies such as HTML, CSS, and JavaScript and Angular.', 'Experience with databases, both relational (e.g. MSSQL) and NoSQL (e.g., MongoDB).', 'Familiarity with cloud platforms (e.g., AWS, Azure).', 'Experience with containerization tools (e.g., Docker).', 'Knowledge of web services and API development.']","['Designs, develops, and maintains Python-based applications.', 'Collaborates with product managers and other stakeholders to gather and understand software requirements.', 'Writes efficient, reusable, and modular codes following best practices.', 'Troubleshoots, debugs, and optimize codes for performance and reliability.', 'Works with version control systems, such as Git, to manage codebase.', 'Collaborates with other fellow developers to review code and ensure code quality.', 'Stays updated with industry trends and technologies to incorporate best practices into ongoing projects.', 'Participates in the software development life cycle, including planning, design, development, testing, and deployment.', 'Performs any other tasks requested from Director, Information Management or Secretary General.']",4 To 7 Years,"['JavaScript', 'Software', 'Computer Engineering', 'Computer Science', 'Python', 'Software Development', 'Information Technology (IT)', 'Django', 'HTML', 'CSS', 'javaScript', 'MSSQL', 'NoSQL', 'Cloud Plateforms', 'Docker', 'web services', 'API Development']"
22,Junior Backend Developer,Zewail City,"6th of October, Giza",Full Time,Experienced (Non-Manager),"['Excellent experience with database maintenance, backup, recovery, and analysis.', 'Excellent experience using systems reporting tools and creating required queries and reports.', 'Very Good experience using SQL.', 'Good experience in HTML, and CSS.', 'Experience with systems administration and analysis is a plus.', 'Skilled at analyzing and troubleshooting software user problems.', 'Skilled at communicating technical information to non-technical end-users.', 'Eager to learn and apply new technologies.', 'Training others to use specialized software.', 'Experience working with faculty and students.', 'Good organizational and time-management skills.', 'Strong interpersonal skills and the ability to work in teams.', 'Excellent attention to detail.', 'Problem-solving mindset.:', 'A minimum of 2 years of technical experience in student information systems in general.']","['Manage and maintain the student information system (SIS), currently based on Power Campus. The position includes operating, maintaining, upgrading, and generating system reports to all related academic units such as the admission unit, the registrar unit, the finance department, and the academic programs, as well as the top management.', 'The position requires the creative use and development of tools for a better educational experience for both students and faculty. In addition, the position requires troubleshooting system issues, and training faculty on new tools and features on a one-to-one basis or as focus groups.', 'Manage, maintain, and administer the students information system (SIS); namely Power Campus', 'Identify problems, troubleshoot, and give solutions regarding the SIS.', 'Create customized SSRS reports as requested and make sure that they meet the business users’ requirements.', 'Provide solutions and assistance in mass data uploads to the SIS.', 'Manage users’ privileges on the SIS based on their tasks and responsibilities.', ""Monitor the system's usage and database health."", 'Conduct analysis on the system usage as well as data usage to provide accurate recommendations and solutions for enhanced workflow.']",2 To 3 Years,"['Computer Science', 'Cloud', 'Database', 'CSS', 'HTML', 'Information Technology (IT)', 'Oracle', 'Software', 'Software Development', 'SQL', 'Troubleshooting', 'Software Engineering', 'Back-End Development', 'backend developer']"
